sgRNA_TF	WMW_pValue	sgRNA	TF	WMW_qValue	WMW_logFDR	diff_med	Diff	sign_WMW_logFDR
sgZAP70_sgGuide1__PROX1_712	0.00139401925854336	sgZAP70_sgGuide1	PROX1_712	0.00208026887638546	2.68188052850657	0.114004142766877	non_significant	2.68188052850657
sgZAP70_sgGuide1__PRRX1_440	0.303861375599296	sgZAP70_sgGuide1	PRRX1_440	0.32596719700541	0.486826102006698	0.0072277758710586	non_significant	0.486826102006698
sgZAP70_sgGuide1__PRRX2_519	7.36850109148746e-05	sgZAP70_sgGuide1	PRRX2_519	0.000133276423068484	3.87524667156803	0.236911040978654	non_significant	3.87524667156803
sgZAP70_sgGuide1__PTF1A_70	1.17293686808243e-13	sgZAP70_sgGuide1	PTF1A_70	3.3902161967831e-13	12.4697726056093	-0.394954400166625	significant	-12.4697726056093
sgZAP70_sgGuide1__PURA_813	9.05322453612269e-19	sgZAP70_sgGuide1	PURA_813	3.46973803807345e-18	17.4597033127923	-0.446876758745871	significant	-17.4597033127923
sgZAP70_sgGuide1__RARA_675	2.45104777440923e-31	sgZAP70_sgGuide1	RARA_675	1.61736068707011e-30	29.7911931174243	-0.757994147483161	significant	-29.7911931174243
sgZAP70_sgGuide1__RARB_659	1.13530801028328e-20	sgZAP70_sgGuide1	RARB_659	4.61550452778715e-20	19.3357808186559	-0.550322386281997	significant	-19.3357808186559
sgZAP70_sgGuide1__RARG_690	1.12571781187515e-31	sgZAP70_sgGuide1	RARG_690	7.53364997177982e-31	30.1229945618413	-0.763921325229978	significant	-30.1229945618413
sgZAP70_sgGuide1__RAX2_533	0.303861375599296	sgZAP70_sgGuide1	RAX2_533	0.32596719700541	0.486826102006698	0.0072277758710586	non_significant	0.486826102006698
sgZAP70_sgGuide1__RAX_472	0.048886055232546	sgZAP70_sgGuide1	RAX_472	0.0606717090617903	1.21701377123939	0.0622453288267395	non_significant	1.21701377123939
sgZAP70_sgGuide1__RBPJ_291	9.62562958740284e-14	sgZAP70_sgGuide1	RBPJ_291	2.81016702719479e-13	12.5512678662753	-0.409704628089377	significant	-12.5512678662753
sgZAP70_sgGuide1__REL_721	1.6831902084609e-33	sgZAP70_sgGuide1	REL_721	1.20030777160736e-32	31.9207073819749	-1.34189386210336	significant	-31.9207073819749
sgZAP70_sgGuide1__RELA_722	1.1974591974666e-36	sgZAP70_sgGuide1	RELA_722	9.82820284713149e-36	35.0075258885696	-1.65866548758162	significant	-35.0075258885696
sgZAP70_sgGuide1__RELB_718	2.13825853850636e-33	sgZAP70_sgGuide1	RELB_718	1.51242677113865e-32	31.8203256438889	-1.17598110145613	significant	-31.8203256438889
sgZAP70_sgGuide1__REST_168	4.98015071357107e-07	sgZAP70_sgGuide1	REST_168	1.06455310093534e-06	5.97283267065776	-0.277740946872004	significant	-5.97283267065776
sgZAP70_sgGuide1__RFX1_726	3.85436406961099e-14	sgZAP70_sgGuide1	RFX1_726	1.14446987732477e-13	12.9413956335563	0.404353618620027	significant	12.9413956335563
sgZAP70_sgGuide1__RFX2_724	4.00764020520678e-14	sgZAP70_sgGuide1	RFX2_724	1.18191423001014e-13	12.9274140385012	0.437022882906985	significant	12.9274140385012
sgZAP70_sgGuide1__RFX3_723	6.75900381576594e-09	sgZAP70_sgGuide1	RFX3_723	1.58927927559902e-08	7.79879977982577	0.373988993560439	significant	7.79879977982577
sgZAP70_sgGuide1__RFX4_725	1.62275338570492e-09	sgZAP70_sgGuide1	RFX4_725	3.96571754371707e-09	8.40167822144022	0.339063860968708	significant	8.40167822144022
sgZAP70_sgGuide1__RFX5_727	4.37962777431881e-17	sgZAP70_sgGuide1	RFX5_727	1.51201435065768e-16	15.8204440868891	0.422376710625588	significant	15.8204440868891
sgZAP70_sgGuide1__RFX6_729	8.02220831722993e-12	sgZAP70_sgGuide1	RFX6_729	2.14089608465952e-11	10.6694044120863	0.406468821423359	significant	10.6694044120863
sgZAP70_sgGuide1__RFX7_728	1.36562443594543e-13	sgZAP70_sgGuide1	RFX7_728	3.93408363997523e-13	12.405156411068	0.465119959600119	significant	12.405156411068
sgZAP70_sgGuide1__RFX8_730	3.01633056773571e-16	sgZAP70_sgGuide1	RFX8_730	1.00931061305003e-15	14.9959751600522	0.452885846643803	significant	14.9959751600522
sgZAP70_sgGuide1__RHOXF1_409	0.083661374621189	sgZAP70_sgGuide1	RHOXF1_409	0.0998427927577976	1.00068327960138	-0.0528199177628028	non_significant	-1.00068327960138
sgZAP70_sgGuide1__RORA_658	5.08417443019759e-22	sgZAP70_sgGuide1	RORA_658	2.17893189865611e-21	20.6617563431819	-0.502240765355759	significant	-20.6617563431819
sgZAP70_sgGuide1__RORB_865	6.62668687084542e-24	sgZAP70_sgGuide1	RORB_865	2.98715936665053e-23	22.5247416069203	-0.553406171836542	significant	-22.5247416069203
sgZAP70_sgGuide1__RORC_681	2.7219475012491e-20	sgZAP70_sgGuide1	RORC_681	1.09128770787406e-19	18.9620607366072	-0.501267404765009	significant	-18.9620607366072
sgZAP70_sgGuide1__RREB1_200	1.96318383489936e-14	sgZAP70_sgGuide1	RREB1_200	5.90993057564858e-14	13.2284176207752	-0.518387440380828	significant	-13.2284176207752
sgZAP70_sgGuide1__RUNX1_733	2.04464603114859e-12	sgZAP70_sgGuide1	RUNX1_733	5.59384291540651e-12	11.2522897335187	-0.609887173910692	significant	-11.2522897335187
sgZAP70_sgGuide1__RUNX2_732	0.0753471125912155	sgZAP70_sgGuide1	RUNX2_732	0.0907922270835976	1.04195133076525	-0.155589823504048	non_significant	-1.04195133076525
sgZAP70_sgGuide1__RUNX3_731	0.000123521935718717	sgZAP70_sgGuide1	RUNX3_731	0.000217538631731343	3.66246360740849	0.353426439427155	significant	3.66246360740849
sgZAP70_sgGuide1__RXRA_695	2.99064643525312e-35	sgZAP70_sgGuide1	RXRA_695	2.32309142738412e-34	33.6339336978076	-0.784371264380622	significant	-33.6339336978076
sgZAP70_sgGuide1__RXRB_698	1.15939530628293e-34	sgZAP70_sgGuide1	RXRB_698	8.69546479712195e-34	33.0607071987757	-0.777472485647508	significant	-33.0607071987757
sgZAP70_sgGuide1__RXRG_679	1.69867416204832e-34	sgZAP70_sgGuide1	RXRG_679	1.26311668460003e-33	32.8985565281959	-0.769551110835603	significant	-32.8985565281959
sgZAP70_sgGuide1__SCRT1_242	0.134088374250585	sgZAP70_sgGuide1	SCRT1_242	0.15575018103873	0.807571439859318	0.0164121758776	non_significant	0.807571439859318
sgZAP70_sgGuide1__SCRT2_282	0.290249888509404	sgZAP70_sgGuide1	SCRT2_282	0.313686214910784	0.503504566159517	0.000790286257797101	non_significant	0.503504566159517
sgZAP70_sgGuide1__SCXA_96	0.000153048400669209	sgZAP70_sgGuide1	SCXA_96	0.000265243244187673	3.57635566887574	-0.227266019453479	non_significant	-3.57635566887574
sgZAP70_sgGuide1__SCXB_93	0.000153048400669209	sgZAP70_sgGuide1	SCXB_93	0.000265243244187673	3.57635566887574	-0.227266019453479	non_significant	-3.57635566887574
sgZAP70_sgGuide1__SHOX2_521	7.36850109148746e-05	sgZAP70_sgGuide1	SHOX2_521	0.000133276423068484	3.87524667156803	0.236911040978654	non_significant	3.87524667156803
sgZAP70_sgGuide1__SHOX_556	0.303861375599296	sgZAP70_sgGuide1	SHOX_556	0.32596719700541	0.486826102006698	0.0072277758710586	non_significant	0.486826102006698
sgZAP70_sgGuide1__SIM1_31	0.476599374604561	sgZAP70_sgGuide1	SIM1_31	0.479354284284356	0.319343386718189	0.0086496845016405	non_significant	0.319343386718189
sgZAP70_sgGuide1__SIM2_61	0.476599374604561	sgZAP70_sgGuide1	SIM2_61	0.479354284284356	0.319343386718189	0.0086496845016405	non_significant	0.319343386718189
sgZAP70_sgGuide1__SIX1_459	0.00336349426133383	sgZAP70_sgGuide1	SIX1_459	0.00484476822410668	2.31472699495981	-0.0891269074396789	non_significant	-2.31472699495981
sgZAP70_sgGuide1__SIX2_528	0.00927121809302361	sgZAP70_sgGuide1	SIX2_528	0.01286436960276	1.89061149081785	-0.130244338283409	non_significant	-1.89061149081785
sgZAP70_sgGuide1__SIX3_480	0.00277341177094946	sgZAP70_sgGuide1	SIX3_480	0.00404165534459971	2.3934407240519	-0.111016675092992	non_significant	-2.3934407240519
sgZAP70_sgGuide1__SIX4_407	0.0126260099351374	sgZAP70_sgGuide1	SIX4_407	0.0171634822555773	1.76539459463675	-0.0843223270843454	non_significant	-1.76539459463675
sgZAP70_sgGuide1__SIX5_540	2.07645797625207e-40	sgZAP70_sgGuide1	SIX5_540	1.94249294552613e-39	38.7116405497341	0.985721900453756	significant	38.7116405497341
sgZAP70_sgGuide1__SIX6_552	0.0822475471256445	sgZAP70_sgGuide1	SIX6_552	0.0984255378257368	1.00689220342001	-0.0367971348970215	non_significant	-1.00689220342001
sgZAP70_sgGuide1__SMAD1_744	6.90568589704546e-15	sgZAP70_sgGuide1	SMAD1_744	2.1689338377002e-14	13.6637536957313	-0.546996529655359	significant	-13.6637536957313
sgZAP70_sgGuide1__SMAD2_745	0.0439251522819572	sgZAP70_sgGuide1	SMAD2_745	0.0549064403524465	1.26037671118775	-0.1216270156687	non_significant	-1.26037671118775
sgZAP70_sgGuide1__SMAD3_743	0.150792447991249	sgZAP70_sgGuide1	SMAD3_743	0.173530991735961	0.76062295120199	-0.0710528576279799	non_significant	-0.76062295120199
sgZAP70_sgGuide1__SMAD4_739	8.66748679916871e-11	sgZAP70_sgGuide1	SMAD4_739	2.23098032996354e-10	9.65150425877306	-0.382469529850015	significant	-9.65150425877306
sgZAP70_sgGuide1__SMAD5_866	1.4174201211952e-28	sgZAP70_sgGuide1	SMAD5_866	8.00750328207676e-28	27.0965028746576	0.486865999619668	significant	27.0965028746576
sgZAP70_sgGuide1__SMAD9_867	4.44705861538209e-07	sgZAP70_sgGuide1	SMAD9_867	9.55294072933932e-07	6.01986291680054	-0.299335487204037	significant	-6.01986291680054
sgZAP70_sgGuide1__SMARCC1_651	6.02251296982033e-90	sgZAP70_sgGuide1	SMARCC1_651	4.76326025794881e-88	87.3220956885906	-7.26218452486372	significant	-87.3220956885906
sgZAP70_sgGuide1__SMARCC2_650	2.73359428465566e-37	sgZAP70_sgGuide1	SMARCC2_650	2.33159512514747e-36	35.6323468613659	0.845112314942544	significant	35.6323468613659
sgZAP70_sgGuide1__SNAI1_199	6.19551121633378e-11	sgZAP70_sgGuide1	SNAI1_199	1.59943464635323e-10	9.79603350069274	-0.464120126923472	significant	-9.79603350069274
sgZAP70_sgGuide1__SNAI2_161	0.00120207702353769	sgZAP70_sgGuide1	SNAI2_161	0.00179691926198933	2.7454714358906	0.181393858658238	non_significant	2.7454714358906
sgZAP70_sgGuide1__SNAI3_268	0.449953276218254	sgZAP70_sgGuide1	SNAI3_268	0.45784719334489	0.339279443743362	-0.0392603693672379	non_significant	-0.339279443743362
sgZAP70_sgGuide1__SOHLH2_819	6.45815567085621e-05	sgZAP70_sgGuide1	SOHLH2_819	0.000118535768642298	3.92615057978048	0.218804554529201	non_significant	3.92615057978048
sgZAP70_sgGuide1__SOX10_751	2.3540173832993e-06	sgZAP70_sgGuide1	SOX10_751	4.88781652379569e-06	5.31088510477013	-0.281197005292075	significant	-5.31088510477013
sgZAP70_sgGuide1__SOX11_767	1.26567954758071e-11	sgZAP70_sgGuide1	SOX11_767	3.34693375804017e-11	10.4753528830418	0.300142384685297	significant	10.4753528830418
sgZAP70_sgGuide1__SOX12_768	0.000198787514927507	sgZAP70_sgGuide1	SOX12_768	0.000336982666619699	3.47239243736314	0.181162696440533	non_significant	3.47239243736314
sgZAP70_sgGuide1__SOX13_761	0.4245553312053	sgZAP70_sgGuide1	SOX13_761	0.437116139820841	0.359403157578701	0.00132709593345707	non_significant	0.359403157578701
sgZAP70_sgGuide1__SOX14_765	0.212587736464757	sgZAP70_sgGuide1	SOX14_765	0.236208596071953	0.626704301647632	-0.0418935370531884	non_significant	-0.626704301647632
sgZAP70_sgGuide1__SOX15_757	0.14320460558726	sgZAP70_sgGuide1	SOX15_757	0.165455520399624	0.781318738089512	0.0666286534512022	non_significant	0.781318738089512
sgZAP70_sgGuide1__SOX1_770	9.28574470351256e-51	sgZAP70_sgGuide1	SOX1_770	1.5242637532181e-49	48.8169398777102	-1.092621769815	significant	-48.8169398777102
sgZAP70_sgGuide1__SOX17_764	0.0126819294818353	sgZAP70_sgGuide1	SOX17_764	0.0172126031968748	1.76415344294714	-0.146068221985013	non_significant	-1.76415344294714
sgZAP70_sgGuide1__SOX18_772	0.16447994373867	sgZAP70_sgGuide1	SOX18_772	0.187545938470043	0.726892336574031	-0.0561315501614385	non_significant	-0.726892336574031
sgZAP70_sgGuide1__SOX21_755	0.0256746151540155	sgZAP70_sgGuide1	SOX21_755	0.0334384957844214	1.47575326733406	-0.0623028545796882	non_significant	-1.47575326733406
sgZAP70_sgGuide1__SOX2_769	0.107815301976561	sgZAP70_sgGuide1	SOX2_769	0.126584767502844	0.897618551723669	-0.061130238121875	non_significant	-0.897618551723669
sgZAP70_sgGuide1__SOX30_747	0.000704588235009512	sgZAP70_sgGuide1	SOX30_747	0.0010716639238781	2.96994138897992	0.15820530247592	non_significant	2.96994138897992
sgZAP70_sgGuide1__SOX3_759	1.55393315750823e-08	sgZAP70_sgGuide1	SOX3_759	3.59553682721318e-08	7.44423625863544	0.246872754388543	non_significant	7.44423625863544
sgZAP70_sgGuide1__SOX4_754	0.0059799586442527	sgZAP70_sgGuide1	SOX4_754	0.00845945369186967	2.07265768261905	0.136733730610898	non_significant	2.07265768261905
sgZAP70_sgGuide1__SOX5_758	3.27685999080354e-06	sgZAP70_sgGuide1	SOX5_758	6.72374573584689e-06	5.17238871813657	0.260650411380039	significant	5.17238871813657
sgZAP70_sgGuide1__SOX6_868	3.27685999080354e-06	sgZAP70_sgGuide1	SOX6_868	6.72374573584689e-06	5.17238871813657	0.260650411380039	significant	5.17238871813657
sgZAP70_sgGuide1__SOX7_766	0.0423133105173491	sgZAP70_sgGuide1	SOX7_766	0.0531206062771915	1.27473697691308	-0.0901443544430799	non_significant	-1.27473697691308
sgZAP70_sgGuide1__SOX8_746	4.23736832065507e-07	sgZAP70_sgGuide1	SOX8_746	9.14766858305188e-07	6.0386895781229	-0.258302913281553	significant	-6.0386895781229
sgZAP70_sgGuide1__SOX9_756	0.00673528774074038	sgZAP70_sgGuide1	SOX9_756	0.00948171575152772	2.02311306835827	0.141983234769687	non_significant	2.02311306835827
sgZAP70_sgGuide1__SP1_267	1.1024781439496e-27	sgZAP70_sgGuide1	SP1_267	6.0324275801016e-27	26.2195078831367	0.525862260396037	significant	26.2195078831367
sgZAP70_sgGuide1__SP2_232	1.50475185916894e-44	sgZAP70_sgGuide1	SP2_232	1.59650502131339e-43	42.7968297111832	0.736907103212705	significant	42.7968297111832
sgZAP70_sgGuide1__SP3_247	0.000189956689968116	sgZAP70_sgGuide1	SP3_247	0.00032340962871284	3.49024705420512	0.150104527264316	non_significant	3.49024705420512
sgZAP70_sgGuide1__SP4_180	3.54424475673688e-47	sgZAP70_sgGuide1	SP4_180	4.60222826621057e-46	45.3370318445337	1.02153900243474	significant	45.3370318445337
sgZAP70_sgGuide1__SP5_279	5.89267392154325e-53	sgZAP70_sgGuide1	SP5_279	1.09077155568992e-51	50.9622661957836	1.03797023476077	significant	50.9622661957836
sgZAP70_sgGuide1__SP6_275	5.89267392154325e-53	sgZAP70_sgGuide1	SP6_275	1.09077155568992e-51	50.9622661957836	1.03797023476077	significant	50.9622661957836
sgZAP70_sgGuide1__SP7_241	8.35852262949642e-15	sgZAP70_sgGuide1	SP7_241	2.59711238845067e-14	13.5855092561359	0.420693874021257	significant	13.5855092561359
sgZAP70_sgGuide1__SP8_226	8.35852262949642e-15	sgZAP70_sgGuide1	SP8_226	2.59711238845067e-14	13.5855092561359	0.420693874021257	significant	13.5855092561359
sgZAP70_sgGuide1__SP9_283	8.35852262949642e-15	sgZAP70_sgGuide1	SP9_283	2.59711238845067e-14	13.5855092561359	0.420693874021257	significant	13.5855092561359
sgZAP70_sgGuide1__SPDEF_330	1.89406194509168e-46	sgZAP70_sgGuide1	SPDEF_330	2.19711185630635e-45	44.6581478323194	0.994076913214757	significant	44.6581478323194
sgZAP70_sgGuide1__SPI1_322	5.47525138221429e-32	sgZAP70_sgGuide1	SPI1_322	3.69261139730731e-31	30.4326663941863	0.790721667716473	significant	30.4326663941863
sgZAP70_sgGuide1__SPIB_336	4.41976218761186e-47	sgZAP70_sgGuide1	SPIB_336	5.57274362785843e-46	45.2539309360515	1.01324156910304	significant	45.2539309360515
sgZAP70_sgGuide1__SPIC_344	6.13202247516304e-50	sgZAP70_sgGuide1	SPIC_344	9.35940272524886e-49	48.0287518650872	1.09570518024922	significant	48.0287518650872
sgZAP70_sgGuide1__SPZ1_810	5.26522851392753e-07	sgZAP70_sgGuide1	SPZ1_810	1.12273255076396e-06	5.94972368591193	-0.220744524219275	non_significant	-5.94972368591193
sgZAP70_sgGuide1__SREBF1_22	3.06115072568877e-17	sgZAP70_sgGuide1	SREBF1_22	1.07387142393114e-16	15.9690477141858	-0.554667224172447	significant	-15.9690477141858
sgZAP70_sgGuide1__SREBF2_99	6.99654621619926e-20	sgZAP70_sgGuide1	SREBF2_99	2.79219963674007e-19	18.5540535337441	-0.586294235835799	significant	-18.5540535337441
sgZAP70_sgGuide1__SRF_641	0.266456302219596	sgZAP70_sgGuide1	SRF_641	0.28977122866381	0.537944737749759	-0.0288442340400092	non_significant	-0.537944737749759
sgZAP70_sgGuide1__SRY_771	7.5470752286517e-34	sgZAP70_sgGuide1	SRY_771	5.42640946192312e-33	32.2654874386717	0.712135321419552	significant	32.2654874386717
sgZAP70_sgGuide1__STAT1_773	2.59122137284602e-26	sgZAP70_sgGuide1	STAT1_773	1.31067592696281e-25	24.8825046771354	0.807462230579629	significant	24.8825046771354
sgZAP70_sgGuide1__STAT2_778	7.66738627407765e-43	sgZAP70_sgGuide1	STAT2_778	7.94122149815185e-42	41.1001126903808	1.28617050812717	significant	41.1001126903808
sgZAP70_sgGuide1__STAT3_777	1.32455731039397e-20	sgZAP70_sgGuide1	STAT3_777	5.3598365583384e-20	19.2708484533845	0.706303636758411	significant	19.2708484533845
sgZAP70_sgGuide1__STAT4_775	1.47772808987881e-05	sgZAP70_sgGuide1	STAT4_775	2.87611507426078e-05	4.54119374168391	0.19217346270605	non_significant	4.54119374168391
sgZAP70_sgGuide1__STAT5A_774	8.8361707351278e-21	sgZAP70_sgGuide1	STAT5A_774	3.62616440545339e-20	19.4405525094621	0.772450948223321	significant	19.4405525094621
sgZAP70_sgGuide1__STAT5B_779	2.74006072828409e-15	sgZAP70_sgGuide1	STAT5B_779	8.79650492105962e-15	14.0556898500097	0.617274219978062	significant	14.0556898500097
sgZAP70_sgGuide1__STAT6_776	5.17036518169584e-06	sgZAP70_sgGuide1	STAT6_776	1.03645569310493e-05	4.98444925859793	0.26437096549478	significant	4.98444925859793
sgZAP70_sgGuide1__T_789	5.30656986804732e-15	sgZAP70_sgGuide1	T_789	1.67880574007315e-14	13.774999554544	-0.415897400275589	significant	-13.774999554544
sgZAP70_sgGuide1__TAL1_62	3.59006742623302e-06	sgZAP70_sgGuide1	TAL1_62	7.33182784230687e-06	5.13478774120217	-0.206643326056443	non_significant	-5.13478774120217
sgZAP70_sgGuide1__TAL2_822	3.59006742623302e-06	sgZAP70_sgGuide1	TAL2_822	7.33182784230687e-06	5.13478774120217	-0.206643326056443	non_significant	-5.13478774120217
sgZAP70_sgGuide1__TBP_793	0.0110682298323501	sgZAP70_sgGuide1	TBP_793	0.015236329041368	1.81711965695442	0.0724014365361227	non_significant	1.81711965695442
sgZAP70_sgGuide1__TBPL2_794	7.0984193340579e-05	sgZAP70_sgGuide1	TBPL2_794	0.000129197171979715	3.88874699258742	0.23404659079945	non_significant	3.88874699258742
sgZAP70_sgGuide1__TBR1_786	1.47114826637934e-29	sgZAP70_sgGuide1	TBR1_786	8.88818744270852e-29	28.0511867951478	-0.699942086775897	significant	-28.0511867951478
sgZAP70_sgGuide1__TBX10_791	2.45392655969258e-31	sgZAP70_sgGuide1	TBX10_791	1.61736068707011e-30	29.7911931174243	-0.840316562791499	significant	-29.7911931174243
sgZAP70_sgGuide1__TBX15_782	0.00891599651872146	sgZAP70_sgGuide1	TBX15_782	0.0124110671540603	1.90619087448885	-0.108512760772662	non_significant	-1.90619087448885
sgZAP70_sgGuide1__TBX1_792	3.14850466991409e-14	sgZAP70_sgGuide1	TBX1_792	9.41305519871224e-14	13.026269394576	-0.405155920454121	significant	-13.026269394576
sgZAP70_sgGuide1__TBX18_869	0.00891599651872146	sgZAP70_sgGuide1	TBX18_869	0.0124110671540603	1.90619087448885	-0.108512760772662	non_significant	-1.90619087448885
sgZAP70_sgGuide1__TBX19_787	2.25241431079016e-11	sgZAP70_sgGuide1	TBX19_787	5.92024305253003e-11	10.2276604631748	-0.352075151303086	significant	-10.2276604631748
sgZAP70_sgGuide1__TBX20_790	6.24269127061848e-29	sgZAP70_sgGuide1	TBX20_790	3.59678238770734e-28	27.444085837043	-0.673592352768555	significant	-27.444085837043
sgZAP70_sgGuide1__TBX21_780	0.0014920582179074	sgZAP70_sgGuide1	TBX21_780	0.00221895837534946	2.65385084446722	-0.177987788174833	non_significant	-2.65385084446722
sgZAP70_sgGuide1__TBX22_870	0.00891599651872146	sgZAP70_sgGuide1	TBX22_870	0.0124110671540603	1.90619087448885	-0.108512760772662	non_significant	-1.90619087448885
sgZAP70_sgGuide1__TBX2_783	4.68312949542934e-08	sgZAP70_sgGuide1	TBX2_783	1.04738371748677e-07	6.97989418187678	-0.266562286967051	significant	-6.97989418187678
sgZAP70_sgGuide1__TBX3_785	2.70651884235045e-08	sgZAP70_sgGuide1	TBX3_785	6.16406123781384e-08	7.2101330553669	-0.319269364834797	significant	-7.2101330553669
sgZAP70_sgGuide1__TBX4_784	1.31624025294239e-18	sgZAP70_sgGuide1	TBX4_784	4.95726848510772e-18	17.3047575591172	-0.529866357600605	significant	-17.3047575591172
sgZAP70_sgGuide1__TBX5_781	1.31624025294239e-18	sgZAP70_sgGuide1	TBX5_781	4.95726848510772e-18	17.3047575591172	-0.529866357600605	significant	-17.3047575591172
sgZAP70_sgGuide1__TCF12_56	0.199125580861967	sgZAP70_sgGuide1	TCF12_56	0.221817228360962	0.654004725583058	-0.0202672007831399	non_significant	-0.654004725583058
sgZAP70_sgGuide1__TCF15_46	0.000153048400669209	sgZAP70_sgGuide1	TCF15_46	0.000265243244187673	3.57635566887574	-0.227266019453479	non_significant	-3.57635566887574
sgZAP70_sgGuide1__TCF21_39	0.0114909501584355	sgZAP70_sgGuide1	TCF21_39	0.0156940763545351	1.80426423880003	-0.165981552291881	non_significant	-1.80426423880003
sgZAP70_sgGuide1__TCF23_64	0.0386143802623432	sgZAP70_sgGuide1	TCF23_64	0.0488292308549979	1.31132011655268	0.118904796320403	non_significant	1.31132011655268
sgZAP70_sgGuide1__TCF3_21	0.00584157803246568	sgZAP70_sgGuide1	TCF3_21	0.00829065724020415	2.0814110394763	0.117956202124725	non_significant	2.0814110394763
sgZAP70_sgGuide1__TCF4_97	0.0308052267199873	sgZAP70_sgGuide1	TCF4_97	0.0393546949286181	1.40500344983696	0.116383843516276	non_significant	1.40500344983696
sgZAP70_sgGuide1__TCF7_750	8.09074516777967e-07	sgZAP70_sgGuide1	TCF7_750	1.70434583437489e-06	5.76844227651682	0.312339513060087	significant	5.76844227651682
sgZAP70_sgGuide1__TCF7L1_763	1.85228987186878e-05	sgZAP70_sgGuide1	TCF7L1_763	3.5731534113655e-05	4.44694833720388	0.252406295409077	significant	4.44694833720388
sgZAP70_sgGuide1__TCF7L2_762	1.71875999355697e-13	sgZAP70_sgGuide1	TCF7L2_762	4.91881971840317e-13	12.3081390946469	0.464923546978531	significant	12.3081390946469
sgZAP70_sgGuide1__TCFL5_25	3.64759853763501e-23	sgZAP70_sgGuide1	TCFL5_25	1.627390116791e-22	21.7885083258211	0.472730579885554	significant	21.7885083258211
sgZAP70_sgGuide1__TEAD1_796	0.272569984564677	sgZAP70_sgGuide1	TEAD1_796	0.296049795969125	0.528635233887887	-0.0374768427467391	non_significant	-0.528635233887887
sgZAP70_sgGuide1__TEAD3_795	0.0212231946563762	sgZAP70_sgGuide1	TEAD3_795	0.0279337055235209	1.55387144948791	-0.12675327499313	non_significant	-1.55387144948791
sgZAP70_sgGuide1__TEAD4_797	1.9248439347551e-05	sgZAP70_sgGuide1	TEAD4_797	3.69672013959589e-05	4.43218342647038	-0.196433753429475	non_significant	-4.43218342647038
sgZAP70_sgGuide1__TEF_134	1.21127041353806e-36	sgZAP70_sgGuide1	TEF_134	9.84864728764593e-36	35.006623415782	0.838680368219469	significant	35.006623415782
sgZAP70_sgGuide1__TERF2_649	0.128623965727129	sgZAP70_sgGuide1	TERF2_649	0.149803012292641	0.824479453599713	0.0433129263750522	non_significant	0.824479453599713
sgZAP70_sgGuide1__TET1_302	4.49161951334172e-09	sgZAP70_sgGuide1	TET1_302	1.07060519907049e-08	7.97037065192761	0.251844790878658	significant	7.97037065192761
sgZAP70_sgGuide1__TFAP2A_5	0.0625215482996868	sgZAP70_sgGuide1	TFAP2A_5	0.0761817185164251	1.11814923469709	-0.0448371667863486	non_significant	-1.11814923469709
sgZAP70_sgGuide1__TFAP2B_1	5.60569076600223e-12	sgZAP70_sgGuide1	TFAP2B_1	1.50523177975986e-11	10.8223966210533	-0.341573227407568	significant	-10.8223966210533
sgZAP70_sgGuide1__TFAP2C_3	2.3094236662541e-41	sgZAP70_sgGuide1	TFAP2C_3	2.23244287737896e-40	39.6512196448051	-0.860705201704508	significant	-39.6512196448051
sgZAP70_sgGuide1__TFAP2D_2	2.68440613590913e-06	sgZAP70_sgGuide1	TFAP2D_2	5.54734759677184e-06	5.25591462037855	0.219768410008089	non_significant	5.25591462037855
sgZAP70_sgGuide1__TFAP2E_4	0.000856241240631497	sgZAP70_sgGuide1	TFAP2E_4	0.00129778724625331	2.88679649809915	-0.151135669692639	non_significant	-2.88679649809915
sgZAP70_sgGuide1__TFAP4_23	0.0179340856755138	sgZAP70_sgGuide1	TFAP4_23	0.0240040839041493	1.61971486386539	-0.133494273416825	non_significant	-1.61971486386539
sgZAP70_sgGuide1__TFCP2_392	1.27122634169366e-09	sgZAP70_sgGuide1	TFCP2_392	3.12420033128102e-09	8.50526112588935	-0.346331937138539	significant	-8.50526112588935
sgZAP70_sgGuide1__TFCP2L1_858	0.000885166622888899	sgZAP70_sgGuide1	TFCP2L1_858	0.00133697041998844	2.87387820124804	-0.167108518519516	non_significant	-2.87387820124804
sgZAP70_sgGuide1__TFDP1_310	1.69937274328208e-15	sgZAP70_sgGuide1	TFDP1_310	5.47575661724227e-15	14.2615558633389	0.443230631813211	significant	14.2615558633389
sgZAP70_sgGuide1__TFDP2_308	1.69937274328208e-15	sgZAP70_sgGuide1	TFDP2_308	5.47575661724227e-15	14.2615558633389	0.443230631813211	significant	14.2615558633389
sgZAP70_sgGuide1__TFDP3_309	1.69937274328208e-15	sgZAP70_sgGuide1	TFDP3_309	5.47575661724227e-15	14.2615558633389	0.443230631813211	significant	14.2615558633389
sgZAP70_sgGuide1__TFE3_18	9.0795602115512e-26	sgZAP70_sgGuide1	TFE3_18	4.5397801057756e-25	24.3429651826409	0.674384679499652	significant	24.3429651826409
sgZAP70_sgGuide1__TFEB_32	9.36508442750418e-20	sgZAP70_sgGuide1	TFEB_32	3.72037600544687e-19	18.429413165269	0.522962204367409	significant	18.429413165269
sgZAP70_sgGuide1__TFEC_27	2.76296783587269e-14	sgZAP70_sgGuide1	TFEC_27	8.28890350761808e-14	13.0815029160223	0.4610823610479	significant	13.0815029160223
