sgRNA_TF	WMW_pValue	sgRNA	TF	WMW_qValue	WMW_logFDR	diff_med	Diff	sign_WMW_logFDR
sgNFKB2_sgGuide1__ZBTB12_280	0.398360068595265	sgNFKB2_sgGuide1	ZBTB12_280	0.430947743485613	0.365575388984886	-0.028771072875555	non_significant	-0.365575388984886
sgNFKB2_sgGuide1__ZBTB3_269	1.23415885218481e-09	sgNFKB2_sgGuide1	ZBTB3_269	2.0648426950015e-08	7.68511302841195	-0.479859794068222	significant	-7.68511302841195
sgNFKB2_sgGuide1__ZBTB33_255	0.130442198539381	sgNFKB2_sgGuide1	ZBTB33_255	0.186345997913402	0.729679929997824	0.066052294027946	non_significant	0.729679929997824
sgNFKB2_sgGuide1__ZBTB42_261	0.0127496731594011	sgNFKB2_sgGuide1	ZBTB42_261	0.0329145864945962	1.482611596572	-0.191653119779485	non_significant	-1.482611596572
sgNFKB2_sgGuide1__ZBTB4_249	0.206503392631828	sgNFKB2_sgGuide1	ZBTB4_249	0.27016233321758	0.56837520163551	-0.0855166240580155	non_significant	-0.56837520163551
sgNFKB2_sgGuide1__ZBTB47_188	0.270127295677834	sgNFKB2_sgGuide1	ZBTB47_188	0.324152754813401	0.489250283192113	-0.0694721930469917	non_significant	-0.489250283192113
sgNFKB2_sgGuide1__ZBTB49_235	0.0512486583698833	sgNFKB2_sgGuide1	ZBTB49_235	0.092311247995442	1.03474537757941	0.122849319901205	non_significant	1.03474537757941
sgNFKB2_sgGuide1__ZBTB6_271	0.309275522871869	sgNFKB2_sgGuide1	ZBTB6_271	0.355442146497393	0.449231077076553	0.0183227796354504	non_significant	0.449231077076553
sgNFKB2_sgGuide1__ZBTB7A_258	0.000609682099697021	sgNFKB2_sgGuide1	ZBTB7A_258	0.00251385510301615	2.59965975838199	0.148995200250607	non_significant	2.59965975838199
sgNFKB2_sgGuide1__ZBTB7B_216	0.333843872155169	sgNFKB2_sgGuide1	ZBTB7B_216	0.378675578585394	0.421732702345766	0.0118017400820285	non_significant	0.421732702345766
sgNFKB2_sgGuide1__ZBTB7C_265	0.212093919641085	sgNFKB2_sgGuide1	ZBTB7C_265	0.274177875316112	0.561967593367798	-0.0285172537836249	non_significant	-0.561967593367798
sgNFKB2_sgGuide1__ZEB1_157	7.15326839304173e-13	sgNFKB2_sgGuide1	ZEB1_157	2.70580152258535e-11	10.5677040631735	-0.555664003494419	significant	-10.5677040631735
sgNFKB2_sgGuide1__ZFHX2_477	0.409695484955464	sgNFKB2_sgGuide1	ZFHX2_477	0.438247979691475	0.358280077312585	-0.0364546362477253	non_significant	-0.358280077312585
sgNFKB2_sgGuide1__ZFHX3_483	0.474925521349362	sgNFKB2_sgGuide1	ZFHX3_483	0.482219035579046	0.316755649861165	0.0433087860255929	non_significant	0.316755649861165
sgNFKB2_sgGuide1__ZFP161_850	0.180872919870247	sgNFKB2_sgGuide1	ZFP161_850	0.242464468855339	0.615351894631397	-0.060882594377076	non_significant	-0.615351894631397
sgNFKB2_sgGuide1__ZFP42_848	4.10303040053723e-07	sgNFKB2_sgGuide1	ZFP42_848	4.11697104019389e-06	5.385422187928	0.316203129649443	significant	5.385422187928
sgNFKB2_sgGuide1__ZFX_158	0.0748028004116358	sgNFKB2_sgGuide1	ZFX_158	0.124671334019393	0.90423339342086	0.057838947479238	non_significant	0.90423339342086
sgNFKB2_sgGuide1__ZFY_166	0.109288140078438	sgNFKB2_sgGuide1	ZFY_166	0.167101374109386	0.77701997879799	-0.11117034822451	non_significant	-0.77701997879799
sgNFKB2_sgGuide1__ZHX1_510	7.77621077613284e-05	sgNFKB2_sgGuide1	ZHX1_510	0.000402696629478308	3.39502200536922	0.196077273944549	non_significant	3.39502200536922
sgNFKB2_sgGuide1__ZIC1_213	0.00341875931221546	sgNFKB2_sgGuide1	ZIC1_213	0.0106606473176611	1.97221642401929	-0.149996679505203	non_significant	-1.97221642401929
sgNFKB2_sgGuide1__ZIC2_162	0.315962121065233	sgNFKB2_sgGuide1	ZIC2_162	0.36217002019335	0.441087502678699	-0.065152245389933	non_significant	-0.441087502678699
sgNFKB2_sgGuide1__ZIC3_215	0.0205795461114241	sgNFKB2_sgGuide1	ZIC3_215	0.0489185932156801	1.31052604074966	-0.16476572546721	non_significant	-1.31052604074966
sgNFKB2_sgGuide1__ZIC4_252	0.395209524829496	sgNFKB2_sgGuide1	ZIC4_252	0.430947743485613	0.365575388984886	0.029243887657264	non_significant	0.365575388984886
sgNFKB2_sgGuide1__ZIC5_210	0.272066535118894	sgNFKB2_sgGuide1	ZIC5_210	0.32558168576814	0.487340032509913	0.011696002543689	non_significant	0.487340032509913
sgNFKB2_sgGuide1__ZKSCAN1_181	0.066805941915954	sgNFKB2_sgGuide1	ZKSCAN1_181	0.112637925323411	0.948315357393123	-0.0880997225176854	non_significant	-0.948315357393123
sgNFKB2_sgGuide1__ZKSCAN3_276	0.21186989289855	sgNFKB2_sgGuide1	ZKSCAN3_276	0.274177875316112	0.561967593367798	-0.0530139280146708	non_significant	-0.561967593367798
sgNFKB2_sgGuide1__ZKSCAN4_273	0.21186989289855	sgNFKB2_sgGuide1	ZKSCAN4_273	0.274177875316112	0.561967593367798	-0.0530139280146708	non_significant	-0.561967593367798
sgNFKB2_sgGuide1__ZNF143_231	0.000244243779810402	sgNFKB2_sgGuide1	ZNF143_231	0.00111252402322016	2.95369060233417	0.161811196863274	non_significant	2.95369060233417
sgNFKB2_sgGuide1__ZNF148_222	6.32835985592766e-11	sgNFKB2_sgGuide1	ZNF148_222	1.48801974990732e-09	8.82739130453017	0.275930467124564	significant	8.82739130453017
sgNFKB2_sgGuide1__ZNF187_849	0.470661860933433	sgNFKB2_sgGuide1	ZNF187_849	0.48031088510761	0.318477570994595	0.000619598154981502	non_significant	0.318477570994595
sgNFKB2_sgGuide1__ZNF202_230	0.270017734521175	sgNFKB2_sgGuide1	ZNF202_230	0.324152754813401	0.489250283192113	-0.0265514193667346	non_significant	-0.489250283192113
sgNFKB2_sgGuide1__ZNF219_229	5.05841026071182e-06	sgNFKB2_sgGuide1	ZNF219_229	3.89452825382238e-05	4.40954514111586	0.200189666331574	non_significant	4.40954514111586
sgNFKB2_sgGuide1__ZNF232_233	0.133178192746436	sgNFKB2_sgGuide1	ZNF232_233	0.189631796545662	0.722088840486659	-0.0433426953670727	non_significant	-0.722088840486659
sgNFKB2_sgGuide1__ZNF238_260	0.0127496731594011	sgNFKB2_sgGuide1	ZNF238_260	0.0329145864945962	1.482611596572	-0.191653119779485	non_significant	-1.482611596572
sgNFKB2_sgGuide1__ZNF263_159	5.18381718239878e-06	sgNFKB2_sgGuide1	ZNF263_159	3.95607100762012e-05	4.40273592184209	0.209089950767881	non_significant	4.40273592184209
sgNFKB2_sgGuide1__ZNF274_244	0.287448537278829	sgNFKB2_sgGuide1	ZNF274_244	0.337946253287272	0.471152364091573	-0.014491092378802	non_significant	-0.471152364091573
sgNFKB2_sgGuide1__ZNF281_221	4.55449437156197e-08	sgNFKB2_sgGuide1	ZNF281_221	5.82707368126311e-07	6.2345494903767	0.314484250891511	significant	6.2345494903767
sgNFKB2_sgGuide1__ZNF282_240	0.000559584316103047	sgNFKB2_sgGuide1	ZNF282_240	0.00233936345801794	2.63090229826402	0.219942867380178	non_significant	2.63090229826402
sgNFKB2_sgGuide1__ZNF32_237	0.00414198635708283	sgNFKB2_sgGuide1	ZNF32_237	0.0124689554694189	1.90416992606176	0.148960221677944	non_significant	1.90416992606176
sgNFKB2_sgGuide1__ZNF333_217	0.262224216125703	sgNFKB2_sgGuide1	ZNF333_217	0.319516902001907	0.495506163320892	-0.058217339018973	non_significant	-0.495506163320892
sgNFKB2_sgGuide1__ZNF350_817	0.0238907800694003	sgNFKB2_sgGuide1	ZNF350_817	0.051068743637293	1.2918448262663	-0.0964114566190333	non_significant	-1.2918448262663
sgNFKB2_sgGuide1__ZNF35_239	0.211422254952983	sgNFKB2_sgGuide1	ZNF35_239	0.274177875316112	0.561967593367798	0.063199551992412	non_significant	0.561967593367798
sgNFKB2_sgGuide1__ZNF354C_256	0.467411405462232	sgNFKB2_sgGuide1	ZNF354C_256	0.478972818318188	0.319689132074739	-0.039647065533853	non_significant	-0.319689132074739
sgNFKB2_sgGuide1__ZNF384_202	5.62708286071454e-07	sgNFKB2_sgGuide1	ZNF384_202	5.37973855914467e-06	5.26923882936701	0.288703246693375	significant	5.26923882936701
sgNFKB2_sgGuide1__ZNF410_193	0.457761550158736	sgNFKB2_sgGuide1	ZNF410_193	0.472089017964823	0.325976102285864	-0.000372194747099201	non_significant	-0.325976102285864
sgNFKB2_sgGuide1__ZNF423_176	0.036698957106302	sgNFKB2_sgGuide1	ZNF423_176	0.0714275004082388	1.14613454766215	-0.161396173686512	non_significant	-1.14613454766215
sgNFKB2_sgGuide1__ZNF524_243	0.011140367283145	sgNFKB2_sgGuide1	ZNF524_243	0.0294593298976783	1.53077713614412	-0.101597212557689	non_significant	-1.53077713614412
sgNFKB2_sgGuide1__ZNF589_225	0.131310631402947	sgNFKB2_sgGuide1	ZNF589_225	0.187279097246826	0.727510692763305	-0.019916159716218	non_significant	-0.727510692763305
sgNFKB2_sgGuide1__ZNF652_278	0.270127295677834	sgNFKB2_sgGuide1	ZNF652_278	0.324152754813401	0.489250283192113	-0.0694721930469917	non_significant	-0.489250283192113
sgNFKB2_sgGuide1__ZNF683_253	0.0572092325928533	sgNFKB2_sgGuide1	ZNF683_253	0.101575576236291	0.993210705250318	0.147851200744025	non_significant	0.993210705250318
sgNFKB2_sgGuide1__ZNF691_224	0.234610082169944	sgNFKB2_sgGuide1	ZNF691_224	0.294107739896039	0.531493546217481	0.0179549785504745	non_significant	0.531493546217481
sgNFKB2_sgGuide1__ZNF713_257	0.00135594217177034	sgNFKB2_sgGuide1	ZNF713_257	0.00491529037266747	2.3084508209606	0.191478999540124	non_significant	2.3084508209606
sgNFKB2_sgGuide1__ZNF740_209	1.04023949052576e-05	sgNFKB2_sgGuide1	ZNF740_209	7.18260600601121e-05	4.14371795566167	0.236169248896231	non_significant	4.14371795566167
sgNFKB2_sgGuide1__ZNF75A_219	1.71289456914748e-07	sgNFKB2_sgGuide1	ZNF75A_219	1.81733935994916e-06	5.74056396735802	0.306880642220794	significant	5.74056396735802
sgNFKB2_sgGuide1__ZNF75D_272	1.71289456914748e-07	sgNFKB2_sgGuide1	ZNF75D_272	1.81733935994916e-06	5.74056396735802	0.306880642220794	significant	5.74056396735802
sgNFKB2_sgGuide1__ZNF76_164	1.00959535849174e-06	sgNFKB2_sgGuide1	ZNF76_164	9.34412725412564e-06	5.02946125569954	0.276186025041145	significant	5.02946125569954
sgNFKB2_sgGuide1__ZNF784_262	0.380740736250876	sgNFKB2_sgGuide1	ZNF784_262	0.420895095982544	0.375826134361571	-0.0831911677043242	non_significant	-0.375826134361571
sgNFKB2_sgGuide1__ZSCAN10_206	0.104348052231904	sgNFKB2_sgGuide1	ZSCAN10_206	0.160677531755321	0.794044848295092	0.104525229907346	non_significant	0.794044848295092
sgNFKB2_sgGuide1__ZSCAN16_277	0.00322176427893667	sgNFKB2_sgGuide1	ZSCAN16_277	0.0101861684969935	1.9919891441122	-0.155549966214548	non_significant	-1.9919891441122
sgNFKB2_sgGuide1__ZSCAN4_263	1.67809178501894e-05	sgNFKB2_sgGuide1	ZSCAN4_263	0.000109769913756878	3.95951667700651	-0.268824001108393	significant	-3.95951667700651
sgNFKB2_sgGuide2__AC0021266_638	0.0350131860652367	sgNFKB2_sgGuide2	AC0021266_638	0.0674618385585301	1.17094182702254	0.0862367503368483	non_significant	1.17094182702254
sgNFKB2_sgGuide2__AC0125311_531	0.345937184370391	sgNFKB2_sgGuide2	AC0125311_531	0.37809717387216	0.422396568805972	-0.024649942748209	non_significant	-0.422396568805972
sgNFKB2_sgGuide2__AC2261502_577	0.249563329295375	sgNFKB2_sgGuide2	AC2261502_577	0.295401491819015	0.529587315770412	0.007701408873726	non_significant	0.529587315770412
sgNFKB2_sgGuide2__AHR_28	0.00924021244095433	sgNFKB2_sgGuide2	AHR_28	0.0232140199197986	1.6342496472297	0.175001103849694	non_significant	1.6342496472297
sgNFKB2_sgGuide2__AHRR_17	0.00924021244095433	sgNFKB2_sgGuide2	AHRR_17	0.0232140199197986	1.6342496472297	0.175001103849694	non_significant	1.6342496472297
sgNFKB2_sgGuide2__AIRE_736	0.0386540265488248	sgNFKB2_sgGuide2	AIRE_736	0.0731065284727773	1.13604383845798	0.0861975802358986	non_significant	1.13604383845798
sgNFKB2_sgGuide2__AL5921702_588	0.091808236949542	sgNFKB2_sgGuide2	AL5921702_588	0.138909854167133	0.857266944625165	0.003322128148934	non_significant	0.857266944625165
sgNFKB2_sgGuide2__AL6628245_700	0.00155016039474443	sgNFKB2_sgGuide2	AL6628245_700	0.00543806267511149	2.26455579136084	-0.123776700539856	non_significant	-2.26455579136084
sgNFKB2_sgGuide2__AL6628286_154	0.204323712757774	sgNFKB2_sgGuide2	AL6628286_154	0.25837446235358	0.5877504140787	0.057227257686201	non_significant	0.5877504140787
sgNFKB2_sgGuide2__AL6628305_600	0.00932439216939817	sgNFKB2_sgGuide2	AL6628305_600	0.0232140199197986	1.6342496472297	0.177601242757007	non_significant	1.6342496472297
sgNFKB2_sgGuide2__AL6628334_838	0.356411672355481	sgNFKB2_sgGuide2	AL6628334_838	0.383285729232717	0.416477350406125	0.0492850071411619	non_significant	0.416477350406125
sgNFKB2_sgGuide2__AL66283413_287	0.0599211614193052	sgNFKB2_sgGuide2	AL66283413_287	0.102823294743186	0.987908484247821	0.0824808812427497	non_significant	0.987908484247821
sgNFKB2_sgGuide2__AL7735441_836	0.356411672355481	sgNFKB2_sgGuide2	AL7735441_836	0.383285729232717	0.416477350406125	0.0492850071411619	non_significant	0.416477350406125
sgNFKB2_sgGuide2__AL8445277_699	0.00155016039474443	sgNFKB2_sgGuide2	AL8445277_699	0.00543806267511149	2.26455579136084	-0.123776700539856	non_significant	-2.26455579136084
sgNFKB2_sgGuide2__AL8448538_281	0.0599211614193052	sgNFKB2_sgGuide2	AL8448538_281	0.102823294743186	0.987908484247821	0.0824808812427497	non_significant	0.987908484247821
sgNFKB2_sgGuide2__AL8454643_566	0.00932439216939817	sgNFKB2_sgGuide2	AL8454643_566	0.0232140199197986	1.6342496472297	0.177601242757007	non_significant	1.6342496472297
sgNFKB2_sgGuide2__ALX1_545	0.0232352256476597	sgNFKB2_sgGuide2	ALX1_545	0.0491840542906665	1.30817567479429	0.137447781208512	non_significant	1.30817567479429
sgNFKB2_sgGuide2__ALX3_493	0.00490583956301404	sgNFKB2_sgGuide2	ALX3_493	0.0138125579929522	1.85972588555244	0.153552875560202	non_significant	1.85972588555244
sgNFKB2_sgGuide2__ALX4_401	0.179982814857422	sgNFKB2_sgGuide2	ALX4_401	0.236065230111176	0.626967975152784	0.0305114113949802	non_significant	0.626967975152784
sgNFKB2_sgGuide2__AR_689	0.030366221696854	sgNFKB2_sgGuide2	AR_689	0.0600423019915068	1.22154266547867	-0.0893324249667606	non_significant	-1.22154266547867
sgNFKB2_sgGuide2__ARID2_11	0.204290753073818	sgNFKB2_sgGuide2	ARID2_11	0.25837446235358	0.5877504140787	0.020978198599878	non_significant	0.5877504140787
sgNFKB2_sgGuide2__ARID3A_6	0.000360110410194413	sgNFKB2_sgGuide2	ARID3A_6	0.00163293783265969	2.78703034891108	0.231368095260777	non_significant	2.78703034891108
sgNFKB2_sgGuide2__ARID3B_8	1.01650643397042e-06	sgNFKB2_sgGuide2	ARID3B_8	1.30053029052098e-05	4.88587952824095	0.334127319082395	significant	4.88587952824095
sgNFKB2_sgGuide2__ARID3C_10	0.0454324631975557	sgNFKB2_sgGuide2	ARID3C_10	0.0835649957333478	1.07797560465903	0.118948325816901	non_significant	1.07797560465903
sgNFKB2_sgGuide2__ARID5A_9	0.295848250515631	sgNFKB2_sgGuide2	ARID5A_9	0.335459114528021	0.474360403712247	0.0074957445879844	non_significant	0.474360403712247
sgNFKB2_sgGuide2__ARID5B_7	0.158108970125805	sgNFKB2_sgGuide2	ARID5B_7	0.214929381264767	0.667704211549259	-0.080011506841559	non_significant	-0.667704211549259
sgNFKB2_sgGuide2__ARNT2_76	0.203303435325258	sgNFKB2_sgGuide2	ARNT2_76	0.25837446235358	0.5877504140787	-0.040806118578385	non_significant	-0.5877504140787
sgNFKB2_sgGuide2__ARNT_57	3.1404022288529e-06	sgNFKB2_sgGuide2	ARNT_57	3.10471583988867e-05	4.50797814261001	-0.229265443522613	non_significant	-4.50797814261001
sgNFKB2_sgGuide2__ARNTL2_16	0.000311763717715308	sgNFKB2_sgGuide2	ARNTL2_16	0.00146613207790442	2.83382690410056	-0.211028559939547	non_significant	-2.83382690410056
sgNFKB2_sgGuide2__ARNTL_50	0.00117732778317144	sgNFKB2_sgGuide2	ARNTL_50	0.00439603077836547	2.35693927556895	-0.129666585764443	non_significant	-2.35693927556895
sgNFKB2_sgGuide2__ARX_394	0.0310760274251009	sgNFKB2_sgGuide2	ARX_394	0.0611677462892258	1.21347752068226	0.188564190175098	non_significant	1.21347752068226
sgNFKB2_sgGuide2__ASCL1_843	0.0272997523750706	sgNFKB2_sgGuide2	ASCL1_843	0.0559141432034207	1.25247832559654	-0.135727886618053	non_significant	-1.25247832559654
sgNFKB2_sgGuide2__ASCL2_89	0.134727833450681	sgNFKB2_sgGuide2	ASCL2_89	0.188178399107372	0.725430230467105	-0.0895774725071854	non_significant	-0.725430230467105
sgNFKB2_sgGuide2__ATF1_118	3.69877861958104e-07	sgNFKB2_sgGuide2	ATF1_118	5.45413118480593e-06	5.26327442045523	0.297363119343244	significant	5.26327442045523
sgNFKB2_sgGuide2__ATF2_114	0.00083377585174717	sgNFKB2_sgGuide2	ATF2_114	0.00334278797705087	2.47589116852169	0.182117767832396	non_significant	2.47589116852169
sgNFKB2_sgGuide2__ATF3_132	0.232294927338555	sgNFKB2_sgGuide2	ATF3_132	0.283300763025019	0.547752255775683	0.012000375200567	non_significant	0.547752255775683
sgNFKB2_sgGuide2__ATF4_122	0.00243454351613823	sgNFKB2_sgGuide2	ATF4_122	0.00781569320679061	2.10703249652738	0.158881673938218	non_significant	2.10703249652738
sgNFKB2_sgGuide2__ATF5_136	1.2764912068544e-06	sgNFKB2_sgGuide2	ATF5_136	1.60948891299033e-05	4.79331201061782	0.306108169125186	significant	4.79331201061782
sgNFKB2_sgGuide2__ATF6_116	0.161500016952705	sgNFKB2_sgGuide2	ATF6_116	0.21851479743212	0.660519148050458	-0.049329459421726	non_significant	-0.660519148050458
sgNFKB2_sgGuide2__ATF6B_151	0.204323712757774	sgNFKB2_sgGuide2	ATF6B_151	0.25837446235358	0.5877504140787	0.057227257686201	non_significant	0.5877504140787
sgNFKB2_sgGuide2__ATF7_138	2.45517883049111e-07	sgNFKB2_sgGuide2	ATF7_138	4.03019921231559e-06	5.39467348619857	0.310900473758329	significant	5.39467348619857
sgNFKB2_sgGuide2__ATOH1_844	5.87688175799042e-06	sgNFKB2_sgGuide2	ATOH1_844	5.02334550186612e-05	4.29900695037048	-0.369001427456447	significant	-4.29900695037048
sgNFKB2_sgGuide2__ATOH7_84	0.0464858167669332	sgNFKB2_sgGuide2	ATOH7_84	0.0851424433415408	1.06985389098619	-0.0718892028069825	non_significant	-1.06985389098619
sgNFKB2_sgGuide2__ATOH8_71	1.59425838000452e-06	sgNFKB2_sgGuide2	ATOH8_71	1.90762269285504e-05	4.7195075198914	-0.346402982989099	significant	-4.7195075198914
sgNFKB2_sgGuide2__BACH1_130	2.33847627457173e-06	sgNFKB2_sgGuide2	BACH1_130	2.51169673935482e-05	4.60003279820531	-1.0227490511588	significant	-4.60003279820531
sgNFKB2_sgGuide2__BACH2_113	1.43096229318827e-06	sgNFKB2_sgGuide2	BACH2_113	1.75343266911802e-05	4.75611090613944	-1.00711744467877	significant	-4.75611090613944
sgNFKB2_sgGuide2__BARHL1_456	7.72166300302679e-05	sgNFKB2_sgGuide2	BARHL1_456	0.000453908568421169	3.34303161901324	0.220772303190819	non_significant	3.34303161901324
sgNFKB2_sgGuide2__BARHL2_484	0.0519138792777258	sgNFKB2_sgGuide2	BARHL2_484	0.0925513831385685	1.03361708652794	0.0689393991750892	non_significant	1.03361708652794
sgNFKB2_sgGuide2__BARX1_468	0.00135540291566984	sgNFKB2_sgGuide2	BARX1_468	0.00491333556930317	2.30862357355705	0.205219800118926	non_significant	2.30862357355705
sgNFKB2_sgGuide2__BARX2_400	0.261519322580096	sgNFKB2_sgGuide2	BARX2_400	0.305398403549911	0.515133237519534	2.69885220985991e-05	non_significant	0.515133237519534
sgNFKB2_sgGuide2__BATF_129	0.305150265303782	sgNFKB2_sgGuide2	BATF_129	0.342114343832849	0.465828716762431	-0.0404202386596899	non_significant	-0.465828716762431
sgNFKB2_sgGuide2__BATF3_120	9.42098532877312e-06	sgNFKB2_sgGuide2	BATF3_120	7.54684080940341e-05	4.12223481077802	0.266908122686376	significant	4.12223481077802
sgNFKB2_sgGuide2__BBX_753	0.32945703679353	sgNFKB2_sgGuide2	BBX_753	0.364852458141484	0.437882723404225	0.0525186310404908	non_significant	0.437882723404225
sgNFKB2_sgGuide2__BCL11A_194	0.0011295991083728	sgNFKB2_sgGuide2	BCL11A_194	0.00425433430426121	2.37116838636761	-0.259282061753908	significant	-2.37116838636761
sgNFKB2_sgGuide2__BCL11B_825	0.0011295991083728	sgNFKB2_sgGuide2	BCL11B_825	0.00425433430426121	2.37116838636761	-0.259282061753908	significant	-2.37116838636761
sgNFKB2_sgGuide2__BCL6_187	0.435341496873602	sgNFKB2_sgGuide2	BCL6_187	0.453589344047944	0.343337156662628	0.0595056791886297	non_significant	0.343337156662628
sgNFKB2_sgGuide2__BCL6B_218	0.353728480247951	sgNFKB2_sgGuide2	BCL6B_218	0.383285729232717	0.416477350406125	0.0303006102021145	non_significant	0.416477350406125
sgNFKB2_sgGuide2__BHLHA15_85	0.29276345494041	sgNFKB2_sgGuide2	BHLHA15_85	0.332512018013259	0.478192653330745	0.0044598931463386	non_significant	0.478192653330745
sgNFKB2_sgGuide2__BHLHE22_86	0.262844624231688	sgNFKB2_sgGuide2	BHLHE22_86	0.305715004119745	0.514683246107066	0.0514974205750303	non_significant	0.514683246107066
sgNFKB2_sgGuide2__BHLHE23_45	0.193109526228061	sgNFKB2_sgGuide2	BHLHE23_45	0.248528532275758	0.604623744964476	-0.0713995359076852	non_significant	-0.604623744964476
sgNFKB2_sgGuide2__BHLHE40_51	6.12969461576379e-06	sgNFKB2_sgGuide2	BHLHE40_51	5.17750904438301e-05	4.28587913378223	-0.238543434389752	non_significant	-4.28587913378223
sgNFKB2_sgGuide2__BHLHE41_44	6.28693899649621e-09	sgNFKB2_sgGuide2	BHLHE41_44	1.60871674322109e-07	6.79352041810456	-0.364436638723232	significant	-6.79352041810456
sgNFKB2_sgGuide2__BPTF_812	6.41080222741074e-05	sgNFKB2_sgGuide2	BPTF_812	0.000384648133644645	3.41493637046606	-0.284589283125999	significant	-3.41493637046606
sgNFKB2_sgGuide2__BRCA1_319	0.0181211801098932	sgNFKB2_sgGuide2	BRCA1_319	0.040424171014377	1.39335887748398	-0.125137009643074	non_significant	-1.39335887748398
sgNFKB2_sgGuide2__BSX_559	0.000361025690896141	sgNFKB2_sgGuide2	BSX_559	0.00163293783265969	2.78703034891108	0.198904845013459	non_significant	2.78703034891108
sgNFKB2_sgGuide2__BX0885802_840	0.356411672355481	sgNFKB2_sgGuide2	BX0885802_840	0.383285729232717	0.416477350406125	0.0492850071411619	non_significant	0.416477350406125
sgNFKB2_sgGuide2__BX2846861_573	0.00932439216939817	sgNFKB2_sgGuide2	BX2846861_573	0.0232140199197986	1.6342496472297	0.177601242757007	non_significant	1.6342496472297
sgNFKB2_sgGuide2__BX9272396_589	0.00932439216939817	sgNFKB2_sgGuide2	BX9272396_589	0.0232140199197986	1.6342496472297	0.177601242757007	non_significant	1.6342496472297
