T0-ATAC-rep1.proatac	T0-ATAC-rep2.proatac	T0-ATAC-rep3.proatac	T24H-ATAC-rep1.proatac	T24H-ATAC-rep2.proatac	T24H-ATAC-rep3.proatac
29	14	73	52	32	45
17	35	64	32	13	22
21	21	61	41	18	28
41	28	114	50	31	52
10	12	14	16	11	27
16	16	28	16	6	28
20	19	28	18	15	27
6	4	42	7	2	9
12	10	12	30	13	14
36	21	95	50	38	35
13	15	50	14	13	18
35	37	79	36	20	42
42	41	180	78	34	79
14	19	39	13	6	11
26	33	94	39	23	34
14	20	35	24	22	21
13	15	33	15	14	14
20	32	71	52	29	42
29	30	47	39	24	24
35	29	92	60	15	46
21	16	48	25	21	22
58	40	235	97	51	88
14	19	36	15	12	17
28	42	76	27	28	32
40	34	142	58	28	67
27	33	114	42	28	41
66	55	257	99	55	100
33	29	67	44	31	47
41	47	163	68	35	73
10	17	27	24	20	31
18	19	52	45	24	26
18	23	52	25	19	28
30	41	73	65	32	70
31	37	60	62	34	63
50	59	140	70	37	81
36	50	153	59	42	56
21	22	41	30	21	41
24	17	43	18	10	33
14	14	41	28	28	35
16	11	35	103	47	74
73	62	292	115	56	114
22	16	55	34	24	20
21	21	50	36	17	29
28	29	65	22	17	34
12	13	32	22	5	17
23	11	59	18	14	17
48	34	45	53	19	21
31	26	68	37	17	36
5	7	19	7	7	9
10	13	49	19	15	20
20	25	49	32	17	27
10	9	5	11	10	21
11	21	26	22	25	41
23	18	49	24	21	17
15	15	28	23	10	17
12	16	27	11	14	9
11	2	4	41	22	49
13	13	22	33	16	24
17	14	63	31	16	23
7	8	8	41	10	23
19	25	33	16	10	20
51	47	71	72	20	32
94	60	164	115	31	66
78	53	177	126	47	86
46	20	138	53	25	61
19	9	33	25	9	17
21	12	37	28	20	29
34	18	57	18	13	14
53	47	77	71	24	45
8	3	5	27	11	14
12	12	28	17	7	9
0	2	36	3	6	17
13	33	83	36	30	49
17	16	36	15	11	26
10	9	30	12	10	12
24	30	79	26	13	29
23	28	105	35	14	60
55	22	183	58	35	82
16	19	29	28	21	19
24	12	50	21	26	20
13	15	52	16	23	19
16	22	33	16	16	23
17	15	15	26	9	10
13	6	40	8	3	16
18	20	81	41	26	35
13	20	66	28	12	35
18	20	57	30	11	21
41	44	200	92	53	93
24	32	105	60	37	51
12	16	76	24	18	38
19	14	42	11	15	19
12	18	38	43	28	51
21	20	40	29	24	33
24	18	34	97	55	86
35	27	64	59	14	61
14	19	29	20	11	29
17	12	22	30	10	29
23	22	33	24	18	23
29	34	53	41	23	35
16	11	64	14	9	15
23	31	110	41	30	55
22	30	60	51	34	47
14	10	43	15	7	22
25	17	47	26	24	29
59	66	357	114	51	113
46	32	165	67	44	79
14	20	42	30	18	23
51	38	166	69	35	77
15	25	37	17	11	15
37	45	141	57	35	72
26	23	53	40	14	23
54	61	262	132	56	116
14	9	44	13	11	14
39	40	123	62	29	57
38	62	185	49	44	78
9	9	36	13	13	19
9	6	22	9	11	18
9	6	13	18	18	48
7	10	27	26	15	28
16	19	51	7	16	17
11	13	50	20	14	28
33	32	48	41	29	35
20	31	66	15	8	26
28	23	103	28	20	34
14	18	49	16	13	14
21	20	65	22	24	33
22	15	32	18	11	25
13	13	44	15	14	12
9	11	47	9	22	39
18	24	50	27	13	27
35	18	53	34	25	45
15	23	52	22	15	29
18	28	44	25	19	21
9	18	29	7	12	19
25	18	28	18	13	27
14	13	37	20	16	30
22	17	66	26	13	28
34	29	91	45	18	38
7	11	43	16	16	29
18	14	46	15	17	26
45	40	240	106	65	84
27	39	100	55	34	56
28	32	52	38	17	36
17	13	40	42	30	43
29	23	71	43	23	32
8	14	21	9	9	17
22	32	90	55	29	58
44	47	238	111	61	95
20	23	54	49	24	42
24	26	46	19	13	37
29	27	66	33	31	33
27	16	38	43	20	32
10	19	57	30	15	28
5	14	37	16	16	27
41	38	151	40	27	50
46	47	114	42	18	38
17	10	28	12	18	20
13	18	51	23	17	24
18	26	42	29	17	23
57	46	186	82	46	79
25	26	53	25	20	21
28	19	36	27	21	29
28	29	97	50	30	37
2	13	14	29	31	38
23	15	105	10	12	26
57	54	186	69	44	62
15	12	47	14	25	18
16	12	64	43	38	40
39	30	156	62	32	72
23	20	55	30	18	26
50	44	245	31	26	37
19	24	49	12	12	29
27	29	60	43	20	39
33	33	80	35	21	35
50	62	312	93	39	88
33	35	210	73	32	77
63	47	267	69	42	83
22	23	61	21	15	23
23	23	44	21	13	22
13	13	40	24	16	12
14	20	37	23	7	15
13	25	39	17	18	14
13	13	40	28	19	26
22	20	52	18	17	27
21	30	57	29	15	37
27	21	44	27	16	24
18	20	67	33	19	46
43	46	165	68	37	65
18	20	45	29	16	31
17	27	45	32	22	40
27	48	109	48	21	50
35	37	103	46	25	42
28	19	57	25	17	26
23	18	24	39	14	23
21	16	60	7	10	11
30	20	57	29	17	30
15	13	40	23	16	19
40	42	133	63	32	50
16	17	39	26	10	24
27	31	125	35	37	43
37	26	71	32	20	42
30	24	68	34	20	30
44	40	97	61	29	58
23	15	58	20	17	34
26	24	60	24	23	29
11	9	34	41	13	25
33	37	78	38	15	32
25	35	68	54	17	52
34	26	68	36	24	26
39	28	124	56	26	60
44	41	125	65	27	51
11	11	43	13	15	16
12	26	46	21	20	27
65	53	204	83	46	80
30	28	94	48	20	34
14	21	22	21	12	30
9	14	33	8	4	19
15	13	46	16	13	17
22	17	65	15	5	15
32	31	131	31	16	34
16	12	44	17	10	16
33	30	43	44	25	31
16	15	36	27	13	21
23	21	35	16	16	24
13	4	40	14	7	20
10	10	30	14	10	13
60	45	151	76	32	61
22	13	43	37	25	42
29	31	160	46	31	62
25	24	43	40	28	29
28	17	53	39	24	39
40	57	209	86	29	79
30	23	36	28	20	32
18	13	21	21	10	18
32	39	119	62	29	45
6	12	22	8	1	14
13	10	12	17	7	23
20	27	57	32	21	38
29	18	39	37	16	25
24	18	30	13	11	16
9	4	28	13	8	18
8	10	7	19	4	15
48	39	128	81	33	68
13	11	25	17	9	21
15	11	26	43	8	18
6	3	8	31	11	26
12	15	56	52	21	33
14	39	47	27	20	32
12	33	42	16	17	22
17	19	48	17	20	25
10	17	35	20	13	24
32	38	106	47	24	39
8	10	12	31	22	36
16	13	32	20	17	19
52	53	198	109	31	84
26	33	85	41	26	43
28	43	101	50	38	42
26	24	101	45	19	50
23	16	60	28	13	36
13	12	34	12	9	18
45	51	180	84	32	83
9	21	28	17	15	21
14	21	35	11	10	35
35	36	58	30	20	29
27	13	48	46	32	45
17	12	30	25	13	32
8	10	13	49	15	39
20	27	54	34	22	24
13	12	34	23	26	25
14	16	46	25	11	34
33	40	159	47	36	62
17	9	16	26	16	34
11	16	40	20	11	21
27	21	45	22	18	19
19	18	46	21	14	16
23	41	54	47	27	37
48	38	61	45	22	39
14	14	50	34	16	34
18	17	48	20	16	19
35	36	224	73	37	79
38	33	90	55	27	49
20	27	84	26	18	27
12	9	48	15	15	29
21	18	44	42	21	43
16	14	20	24	17	21
42	35	133	60	36	49
18	16	47	31	25	33
26	20	29	30	19	21
28	33	55	48	30	37
27	32	57	144	69	161
48	46	77	91	48	112
19	30	89	52	25	54
35	40	122	108	54	100
39	42	117	139	62	124
35	34	141	73	40	73
21	14	98	25	11	39
18	27	61	34	23	34
76	70	416	157	64	124
26	43	126	49	33	58
25	23	48	41	26	33
13	12	26	27	12	14
27	36	132	61	45	72
26	19	125	28	27	37
26	22	75	58	25	48
10	19	20	23	11	20
4	11	36	25	16	33
50	43	221	87	42	77
64	48	389	143	58	171
11	30	45	34	19	28
34	29	134	46	25	59
11	10	44	21	12	27
13	20	67	14	12	28
54	43	102	48	18	44
16	12	20	28	17	24
15	22	41	29	16	41
19	21	39	25	21	32
8	19	22	6	9	15
35	36	100	33	25	43
46	60	204	65	37	86
9	9	25	20	13	22
33	45	160	61	40	75
20	9	49	27	20	45
6	5	22	24	26	50
6	5	13	27	12	32
40	47	161	119	70	110
8	10	18	51	26	44
11	18	32	70	52	73
23	20	158	99	69	99
12	16	33	66	33	69
12	10	41	37	16	53
23	8	30	37	19	37
34	25	136	62	26	52
16	5	30	9	11	9
35	37	108	40	25	43
18	28	43	10	18	35
25	21	39	35	21	41
20	21	30	33	21	36
9	15	28	17	21	17
60	67	212	81	41	62
37	35	85	66	34	45
19	27	106	46	26	44
28	31	124	56	28	63
13	17	40	16	16	28
47	49	254	96	31	97
11	14	25	13	2	13
24	14	50	9	17	25
5	10	35	8	8	13
27	32	55	43	17	42
25	28	93	35	22	36
35	28	64	32	25	32
28	28	98	45	25	50
17	22	68	32	11	35
36	42	156	80	38	68
22	8	74	47	16	46
20	26	62	42	13	31
1	7	23	9	9	14
4	6	3	20	7	8
8	21	22	83	44	90
25	24	46	39	22	46
12	22	44	76	27	68
44	63	131	52	23	30
20	16	70	22	17	25
9	14	43	26	22	18
11	13	29	13	13	31
30	35	72	49	27	37
11	19	36	20	13	25
52	40	215	88	49	100
31	23	47	41	17	40
16	15	61	25	18	29
71	69	285	122	68	123
48	48	129	46	40	53
48	54	110	51	26	57
21	14	41	17	9	21
24	55	140	66	23	63
51	50	267	92	52	107
47	42	177	77	39	77
48	64	189	84	38	75
36	26	110	43	31	52
15	13	33	14	12	14
14	17	26	26	19	19
20	27	35	24	13	24
10	17	56	30	15	35
15	21	39	16	11	17
14	33	50	26	15	26
50	52	257	48	29	71
38	31	128	29	23	37
13	20	43	13	9	23
20	19	36	23	16	17
9	13	37	11	13	15
12	12	30	13	6	19
37	45	147	67	36	65
31	41	226	67	46	93
10	13	10	24	18	23
36	46	102	55	40	58
23	26	52	19	13	27
12	16	31	8	13	13
11	30	32	17	12	21
42	47	152	42	27	65
24	32	110	44	34	38
43	48	231	77	42	73
40	28	146	36	33	38
11	23	41	15	10	18
9	7	14	26	13	20
13	11	10	29	12	19
10	11	40	17	11	26
46	38	100	52	13	36
36	15	45	26	15	35
14	16	59	13	9	17
8	9	32	10	7	17
34	39	114	64	24	48
6	4	6	16	17	14
21	16	62	22	5	33
14	18	38	59	25	64
58	61	193	101	48	94
18	22	59	19	8	31
20	23	71	36	29	44
14	7	36	34	21	38
32	25	134	27	19	38
25	38	66	48	20	26
60	48	177	75	35	70
29	38	84	50	26	41
12	22	40	23	22	32
24	33	74	38	17	34
13	12	36	15	15	16
15	17	26	9	19	15
9	8	15	69	24	32
10	19	23	22	10	22
6	9	4	23	12	16
12	17	51	14	8	18
29	27	99	40	20	31
34	25	98	40	19	54
8	7	9	37	15	27
6	13	29	14	7	19
8	5	8	20	11	15
35	28	47	28	13	16
9	11	45	12	14	19
17	19	50	13	7	14
15	12	33	22	9	22
25	35	45	38	21	27
6	10	8	29	24	38
19	29	83	18	25	30
10	8	21	7	7	10
15	22	38	12	14	15
4	16	42	13	16	18
16	15	49	26	26	18
6	7	7	33	18	39
4	7	12	30	5	19
15	14	7	25	15	13
11	14	25	20	16	25
7	9	15	20	19	32
14	14	18	40	22	43
12	21	73	19	7	28
18	10	15	9	10	9
6	11	26	9	8	15
25	29	66	30	28	42
12	26	38	18	11	24
16	15	74	18	19	20
31	31	85	45	36	44
18	28	60	30	18	29
41	45	147	58	25	50
34	35	79	40	26	51
18	22	34	45	18	51
13	16	48	9	8	17
21	27	98	62	30	50
11	8	18	47	29	39
20	27	63	29	19	34
55	50	245	50	26	63
12	29	74	31	17	26
31	31	101	34	14	32
9	14	46	15	11	13
13	10	23	16	12	26
50	51	213	74	41	81
12	15	54	12	10	18
48	31	111	69	33	44
32	30	56	28	21	22
31	42	57	39	14	38
26	40	102	78	36	70
33	31	129	63	31	75
23	23	50	32	25	36
19	9	20	6	9	9
25	23	30	32	9	11
18	12	34	13	8	21
26	21	47	24	13	23
27	27	68	28	15	27
22	20	36	31	24	24
44	33	89	71	27	45
18	13	40	13	12	14
13	8	34	24	20	27
6	11	40	15	14	15
59	54	161	76	37	74
9	14	19	33	21	35
51	63	164	98	28	55
20	28	68	22	18	25
21	16	40	23	20	20
15	12	35	27	14	23
18	17	52	41	21	36
15	13	28	13	15	18
4	3	27	9	7	16
25	18	49	19	12	29
40	40	142	59	27	54
20	20	59	35	21	39
61	40	182	67	31	55
54	66	190	98	44	73
9	11	22	22	8	18
13	20	95	37	19	42
17	22	27	10	20	19
20	18	79	44	15	39
31	18	76	35	18	29
10	19	33	10	16	10
30	28	86	37	20	43
27	22	35	28	12	26
34	36	63	34	23	41
13	17	30	28	9	21
14	15	22	18	10	24
15	28	50	9	15	12
10	15	20	17	12	14
15	26	41	17	12	17
17	18	89	48	27	52
19	16	57	28	14	40
17	32	63	40	17	39
9	15	33	23	11	18
22	25	35	28	9	26
22	17	36	21	19	18
25	19	44	37	14	27
12	12	29	21	10	12
11	14	28	23	15	16
14	10	23	17	9	12
5	6	32	11	13	15
21	21	34	10	13	26
22	15	41	12	10	13
18	19	45	30	21	31
38	39	115	77	32	74
33	22	59	33	18	35
11	20	52	17	18	18
23	13	38	22	22	27
27	26	65	42	23	28
21	15	58	25	29	36
19	14	42	26	13	21
52	46	171	97	46	89
30	23	38	13	18	15
18	21	33	18	23	23
18	11	42	32	18	27
27	26	54	19	10	32
44	33	83	50	22	35
20	24	60	41	22	23
29	21	68	43	23	46
8	18	30	8	19	18
22	29	63	60	28	46
31	30	75	61	31	58
19	20	69	51	40	59
47	34	190	36	26	32
49	49	151	69	51	90
11	10	27	5	8	12
27	18	45	24	16	21
13	15	32	25	18	27
25	15	67	34	29	46
32	19	60	27	18	19
18	24	15	32	20	37
21	19	47	45	32	30
26	28	38	59	29	31
37	44	148	73	44	84
16	13	37	7	13	21
47	59	123	54	38	49
17	8	11	20	14	13
12	11	40	23	10	29
38	35	92	51	40	48
27	27	42	40	19	30
7	9	43	68	32	59
19	25	44	65	43	50
50	48	148	63	42	64
24	20	27	25	33	29
49	60	105	64	26	53
56	63	314	114	62	105
5	7	12	26	10	15
10	22	38	13	19	14
12	15	26	7	7	13
13	13	36	17	11	23
14	18	35	18	11	16
15	25	27	25	17	25
42	25	61	30	24	28
38	37	130	58	22	52
12	10	36	26	15	22
18	14	37	17	13	35
34	37	100	54	24	49
37	37	73	57	20	40
46	45	116	59	35	49
24	21	54	12	13	22
60	47	115	55	26	48
15	14	32	27	14	18
30	31	47	26	20	19
34	46	93	53	36	41
17	22	46	31	20	29
28	26	107	29	27	58
18	16	46	14	16	14
19	30	35	27	15	15
28	23	49	29	16	34
29	33	57	40	24	43
22	31	65	46	18	32
31	34	72	102	32	69
37	37	215	94	45	80
58	51	207	80	47	84
15	20	39	12	15	21
22	27	52	39	18	21
26	28	51	25	22	31
55	36	256	63	51	79
22	13	50	15	14	28
21	15	51	9	12	23
40	24	65	40	20	34
36	35	59	30	16	24
27	25	71	55	33	47
53	53	144	114	45	93
28	28	99	59	33	51
43	46	142	62	31	85
24	23	44	23	24	25
11	13	37	23	14	23
12	15	27	42	24	50
26	18	74	44	18	29
37	33	75	51	24	38
29	35	69	65	46	48
29	49	75	28	27	39
14	16	33	22	24	36
19	20	62	31	20	29
22	20	127	51	30	49
18	22	80	18	13	26
30	38	65	49	17	36
21	21	36	21	16	29
6	7	41	13	3	12
78	39	214	128	66	90
28	27	36	68	43	49
24	24	47	48	23	37
41	34	95	60	32	53
30	26	45	28	29	25
7	16	31	12	10	8
39	35	116	51	32	51
16	17	43	20	17	18
45	44	120	51	27	57
27	23	50	32	15	29
39	45	102	49	28	65
24	19	49	25	16	36
27	33	140	49	23	54
18	26	26	17	13	11
13	26	33	16	8	14
39	37	187	68	42	69
17	20	31	22	19	14
12	12	38	16	12	19
48	38	148	73	47	67
26	32	76	49	24	34
45	38	88	43	33	44
54	59	215	91	51	97
9	14	60	14	10	15
27	18	129	17	19	28
17	13	41	15	9	21
21	16	41	14	10	22
33	35	58	41	26	35
11	8	6	11	5	25
11	15	43	15	13	13
32	23	65	24	22	31
19	17	31	14	15	18
28	27	68	19	25	44
7	17	29	11	6	17
13	10	43	8	8	9
20	21	77	39	22	21
62	54	140	56	39	73
24	28	34	24	18	20
24	28	57	45	13	31
14	19	30	32	27	40
30	22	82	34	20	21
28	35	85	42	25	41
22	23	58	21	14	15
14	12	42	17	8	23
18	29	45	16	19	18
32	25	70	37	13	33
16	22	24	44	23	29
16	16	36	37	20	41
24	26	60	42	28	55
33	18	54	45	34	45
24	27	30	42	27	39
14	22	27	41	28	43
23	23	44	36	17	18
39	42	97	44	33	47
59	44	127	72	39	58
30	33	61	34	27	47
26	23	36	72	45	71
21	23	68	33	19	27
13	17	14	25	12	20
10	22	47	23	23	24
10	11	5	13	20	27
16	22	53	31	27	27
26	15	104	21	17	34
16	27	28	23	18	19
31	33	54	25	11	27
15	15	7	37	19	16
18	17	48	27	15	23
40	32	157	41	27	46
32	27	97	26	25	20
88	66	207	78	44	95
15	12	51	8	14	14
24	34	47	31	18	26
24	27	57	41	26	24
34	42	76	25	20	27
36	39	74	33	36	48
26	27	80	36	17	37
29	44	137	50	25	48
31	31	56	39	33	28
28	22	38	22	20	32
26	39	54	55	36	42
34	37	78	37	26	30
44	51	109	28	19	26
34	33	80	23	10	16
23	19	37	26	17	21
28	23	63	36	14	32
39	22	37	29	18	26
31	40	178	103	36	85
66	43	148	103	37	78
24	33	60	28	19	25
13	14	62	34	22	26
15	17	39	58	32	34
20	12	18	39	24	27
23	22	38	24	19	34
20	21	30	22	12	20
20	21	32	26	19	17
9	8	30	8	4	11
11	12	28	15	13	26
18	22	41	22	15	18
19	12	49	19	13	17
30	28	88	23	19	45
39	29	114	37	19	39
17	14	55	12	17	20
36	39	230	21	16	19
24	23	75	29	23	30
24	31	73	24	22	30
23	25	79	17	16	16
29	42	89	37	17	39
23	23	67	23	6	16
20	20	39	25	14	15
17	21	36	31	15	34
40	32	122	42	19	41
29	22	72	14	18	24
67	57	262	97	52	93
20	17	31	10	12	14
27	20	29	21	21	21
16	19	33	22	9	33
12	17	29	17	13	11
27	40	32	25	10	26
33	25	115	48	31	49
20	21	47	18	13	27
19	31	30	32	12	28
17	14	41	14	15	27
10	19	43	14	15	21
25	24	36	26	12	23
49	50	141	68	45	48
14	16	12	47	19	40
24	34	63	34	18	23
28	27	85	21	18	25
41	24	110	51	20	36
21	23	65	42	33	26
36	33	171	38	34	50
19	15	36	30	16	27
30	35	84	33	24	30
11	11	28	17	10	15
36	30	74	39	20	37
37	30	165	68	37	49
27	23	88	38	34	32
28	23	54	32	21	30
12	14	30	33	15	30
17	18	12	61	21	29
48	35	56	35	26	27
27	35	72	30	28	35
29	22	72	42	30	56
11	12	32	47	13	32
32	22	90	40	27	40
26	34	66	29	29	36
28	34	117	75	33	76
25	21	45	33	19	32
21	13	55	25	11	34
13	15	25	36	23	31
20	15	22	32	31	44
14	22	50	18	17	32
13	14	43	11	12	35
10	18	24	49	39	71
13	16	32	21	29	24
19	26	57	63	49	76
20	16	28	36	29	33
10	15	17	46	29	69
9	13	27	12	17	33
15	6	20	75	39	76
35	21	97	76	31	74
12	21	35	20	20	30
25	30	45	24	25	32
17	16	39	22	17	19
28	23	54	26	24	27
28	37	75	31	19	38
20	39	110	31	37	59
36	39	90	53	32	44
31	32	56	24	24	18
51	46	185	91	37	78
55	54	232	92	46	104
15	18	42	23	14	37
29	30	94	36	28	40
20	25	64	26	17	24
37	24	59	50	21	37
26	24	40	31	16	29
29	29	71	35	27	45
32	32	51	42	19	36
39	37	120	63	39	78
23	24	76	39	12	42
40	39	69	43	29	58
42	37	109	56	33	48
17	15	38	15	12	25
32	21	45	34	17	22
44	41	95	71	34	36
42	47	141	77	37	80
35	38	87	53	25	49
43	39	72	65	31	51
16	23	53	28	22	28
40	41	85	63	31	59
72	73	264	121	58	126
39	40	78	42	17	44
44	55	149	62	43	68
42	34	116	49	25	44
40	38	89	49	16	40
46	32	92	49	26	51
18	23	53	45	32	35
27	31	50	49	18	44
21	23	83	34	42	35
50	40	85	60	35	43
50	35	180	104	40	112
23	28	61	44	22	40
38	33	81	61	31	47
26	26	44	30	11	23
33	29	53	35	25	37
55	41	114	89	27	68
20	23	52	39	22	30
13	16	56	14	15	17
49	52	204	36	23	49
31	26	40	26	20	21
28	25	69	33	21	29
32	22	69	51	23	39
22	17	24	25	20	31
24	20	46	33	15	33
14	13	31	15	6	17
16	21	44	20	19	15
32	30	80	43	22	44
45	39	148	62	37	62
52	49	137	89	30	69
22	27	44	34	31	51
27	37	48	40	30	39
24	29	49	38	13	29
25	24	27	25	11	29
43	48	119	69	33	59
25	25	54	29	19	36
30	27	92	55	34	42
54	53	191	103	51	75
19	25	64	54	30	50
18	27	59	44	16	20
12	24	44	20	16	25
53	51	114	68	28	54
6	11	25	13	9	15
16	25	78	30	31	29
12	11	32	12	13	8
36	44	74	47	24	35
16	21	25	17	19	22
46	53	198	62	34	63
42	31	80	61	33	35
37	24	80	32	18	42
23	24	42	34	31	23
49	30	117	68	27	52
29	28	59	28	13	29
29	19	57	21	10	16
18	20	36	20	14	13
74	79	243	115	53	98
10	9	65	13	7	7
14	13	20	39	16	57
11	10	46	19	10	19
37	47	149	65	32	60
40	34	123	58	38	62
16	18	69	22	6	21
16	10	16	24	13	11
17	15	23	20	19	17
20	18	58	38	25	33
24	19	56	48	29	41
9	11	28	18	10	15
31	44	110	49	24	40
21	22	65	48	24	46
7	13	46	7	14	20
16	19	28	20	11	19
1	7	14	7	9	22
13	30	77	36	20	30
12	16	38	12	17	22
7	12	64	7	13	21
6	9	51	13	11	13
10	17	7	38	18	32
23	23	115	13	12	20
8	8	33	16	19	27
7	11	10	31	7	19
40	46	165	83	31	71
12	13	29	16	13	22
12	10	44	9	10	14
26	28	55	26	21	37
6	14	35	14	19	20
24	17	104	28	22	42
19	18	61	22	15	25
14	21	64	20	19	38
17	23	96	24	18	28
13	13	23	29	17	49
17	12	92	24	14	28
26	24	75	61	18	35
40	42	134	57	27	55
7	8	11	24	11	16
20	23	81	34	22	42
7	7	14	27	17	30
17	16	46	16	6	15
16	20	52	20	14	18
14	12	39	6	6	6
27	23	101	29	21	44
29	36	101	62	38	54
40	38	127	50	29	44
30	33	76	34	28	37
6	10	46	11	12	15
27	29	122	57	27	53
10	23	27	24	17	37
47	35	144	43	20	55
33	29	168	32	29	30
23	41	132	29	19	41
20	25	80	54	35	66
9	5	5	37	10	12
45	32	230	52	35	74
7	27	50	36	27	49
16	16	33	24	12	23
9	12	22	53	24	72
11	14	31	29	9	32
36	33	127	38	31	56
62	64	155	81	37	64
52	58	199	90	29	67
10	12	28	12	13	27
17	22	33	42	22	18
11	13	16	29	13	18
11	12	18	9	13	10
31	27	70	48	20	40
21	26	67	47	22	48
28	22	26	48	12	19
20	15	70	17	15	13
13	18	15	33	22	29
17	24	68	39	17	30
24	22	44	49	31	39
33	20	119	34	21	30
53	67	173	67	27	48
20	26	84	37	35	53
81	70	252	131	38	88
43	43	124	68	27	51
41	37	177	63	21	54
34	52	176	104	50	100
11	8	23	9	12	9
12	22	45	20	13	28
39	33	56	50	23	38
60	54	217	108	40	92
30	31	90	32	31	40
11	16	40	21	12	18
29	39	104	66	27	52
4	10	23	17	5	17
13	14	24	21	11	16
17	19	89	18	12	19
40	45	153	50	26	54
19	23	57	12	12	24
28	33	74	47	31	33
24	31	42	30	18	35
9	10	26	12	9	17
13	19	49	26	12	35
43	45	162	96	45	107
15	25	35	40	14	19
14	25	20	8	15	20
11	18	17	24	11	12
52	69	282	112	49	102
19	32	37	40	17	24
17	20	21	27	19	30
23	30	82	37	17	37
4	7	33	10	7	17
14	14	61	43	16	31
41	56	132	59	29	53
16	14	36	15	15	15
13	15	30	15	17	21
43	44	217	67	37	74
56	49	201	81	33	71
38	38	168	78	47	92
9	24	39	26	18	37
11	19	100	34	17	36
3	15	25	10	7	11
15	16	94	33	26	41
42	48	78	51	19	30
26	18	36	15	14	17
12	12	35	11	11	9
23	24	95	30	14	48
21	24	57	51	22	51
28	28	112	25	16	27
22	16	55	22	13	23
13	19	12	18	17	34
16	17	56	32	14	25
9	12	25	11	12	13
12	7	20	44	19	37
30	26	93	45	30	43
35	37	150	46	27	56
21	20	45	24	20	26
14	13	154	60	19	61
16	17	56	21	15	23
12	9	27	27	9	20
26	18	18	22	7	19
24	36	87	33	23	40
35	56	171	68	39	79
6	6	22	8	5	15
48	46	253	88	25	70
29	32	116	68	36	60
12	29	42	19	15	19
25	52	147	54	27	61
47	37	184	79	36	77
13	12	37	13	9	35
14	12	32	11	9	16
27	29	80	51	28	51
14	24	77	23	13	27
19	23	118	70	34	58
14	20	26	31	18	24
9	12	24	12	9	19
11	16	39	22	12	24
29	20	107	41	21	45
43	45	141	64	28	51
11	13	49	23	10	19
7	9	29	12	10	9
27	30	135	64	23	58
24	15	43	19	13	14
19	30	24	24	10	20
17	21	80	13	16	24
17	25	70	13	18	19
14	16	27	10	21	21
4	8	17	27	5	22
26	15	32	11	9	10
14	16	43	24	17	15
7	15	36	34	13	22
14	14	39	13	13	8
30	26	118	24	14	23
14	22	49	18	12	19
36	33	58	57	26	54
19	24	62	37	34	40
9	14	17	25	18	27
3	11	14	23	19	28
18	17	40	51	35	74
12	16	29	18	14	23
29	29	87	34	19	25
17	16	13	49	26	39
18	29	34	29	19	24
3	5	5	21	9	14
17	27	40	47	23	36
14	15	26	26	16	16
30	38	117	61	32	61
11	27	9	11	8	9
12	10	36	13	8	25
22	21	101	45	17	35
39	36	127	60	23	56
6	12	14	16	10	10
24	15	11	8	7	17
7	17	18	16	7	9
14	9	49	7	9	12
7	8	19	36	17	28
26	21	25	39	15	28
26	21	39	52	13	36
9	13	23	10	14	25
31	29	137	45	21	37
40	34	216	49	20	50
10	15	21	9	10	21
62	56	215	85	32	80
21	40	113	30	16	25
11	15	43	14	12	22
13	14	25	20	7	25
13	10	33	13	10	17
31	38	121	64	22	62
47	44	222	96	51	90
22	17	48	20	13	35
33	39	103	55	23	43
9	16	24	31	15	44
21	14	4	7	7	7
10	13	51	60	33	89
13	4	8	45	15	55
12	30	65	24	17	35
15	16	40	65	28	63
11	11	25	8	11	13
17	20	59	17	9	22
16	12	50	12	11	22
20	21	59	11	17	18
28	39	199	58	27	58
17	13	114	20	16	33
12	8	45	8	11	15
15	14	30	11	14	16
11	14	28	11	11	15
36	42	167	61	20	73
20	26	56	26	25	27
29	25	167	52	37	58
34	37	128	47	26	44
14	9	39	14	17	18
24	25	37	21	22	18
7	13	39	19	9	11
37	25	135	53	28	66
6	6	13	36	24	22
24	33	71	35	20	26
9	19	69	39	32	53
6	9	14	12	6	24
9	14	24	12	9	15
3	8	45	13	6	25
40	41	164	81	22	85
14	11	35	12	12	20
36	28	120	63	28	68
33	29	133	64	17	52
10	13	32	14	16	19
61	56	314	111	46	95
13	7	41	10	6	30
9	5	46	16	9	17
3	15	8	27	9	28
14	14	77	87	22	66
7	11	7	17	8	18
18	14	12	2	6	8
10	13	22	26	16	30
32	34	165	45	27	41
7	8	10	27	10	32
14	14	33	9	6	17
15	12	32	28	27	33
19	12	25	55	17	42
3	9	11	59	23	46
8	9	15	81	24	49
8	12	18	23	9	20
13	13	48	25	13	33
24	16	91	38	24	32
13	8	31	53	27	35
11	12	37	17	12	21
15	17	33	13	9	16
14	12	62	7	6	15
28	36	99	39	20	43
13	11	30	15	12	29
11	7	24	17	11	22
11	8	32	18	15	18
10	8	10	26	10	18
18	19	40	23	9	26
19	24	55	27	15	24
15	16	52	22	17	15
31	42	87	39	15	36
18	21	53	36	26	42
15	14	45	48	20	38
31	40	168	41	34	49
16	22	85	32	23	53
13	5	30	16	4	19
22	32	99	40	31	51
0	26	1	0	10	4
11	9	8	25	9	13
22	25	52	42	25	51
26	22	76	30	14	44
23	30	45	37	15	32
13	15	50	15	12	23
8	9	26	21	9	32
6	7	11	24	11	16
67	58	196	84	37	82
11	32	40	19	10	17
22	26	34	36	15	29
