T0-ATAC-rep1.proatac	T0-ATAC-rep2.proatac	T0-ATAC-rep3.proatac	T24H-ATAC-rep1.proatac	T24H-ATAC-rep2.proatac	T24H-ATAC-rep3.proatac
49	52	329	103	37	108
18	29	57	33	23	38
29	39	92	38	15	28
28	34	63	31	17	26
33	59	224	81	34	86
52	36	102	52	22	37
76	68	227	110	49	75
11	11	22	12	9	26
6	7	10	19	14	14
8	16	39	11	10	15
19	12	49	16	9	17
31	41	139	59	30	65
31	34	111	41	21	45
29	29	170	72	27	60
4	12	26	16	10	12
5	15	34	19	6	20
30	40	164	40	29	42
11	9	35	12	7	19
56	65	260	102	29	107
8	14	35	13	12	28
12	12	35	9	19	25
21	16	63	26	17	25
33	27	44	30	18	33
12	33	54	21	12	19
21	35	88	67	25	65
6	11	26	7	14	12
1	5	22	8	11	18
5	16	29	26	6	18
28	35	178	45	19	59
45	31	208	75	38	63
4	2	4	26	3	9
11	10	28	16	10	20
3	8	12	51	22	51
19	27	67	37	23	25
25	46	61	49	23	53
14	14	33	67	33	71
30	18	83	28	19	38
6	11	27	66	27	70
15	18	53	55	22	70
27	24	81	40	39	49
24	37	69	44	19	29
25	30	95	37	25	46
11	10	53	18	13	39
11	14	34	16	15	38
18	20	63	34	15	30
9	6	10	38	15	28
12	6	22	28	11	25
13	14	71	9	8	10
7	23	25	28	11	15
22	18	109	23	10	21
9	5	13	23	10	23
59	68	271	105	45	101
10	14	53	10	3	20
2	13	6	27	15	30
14	18	35	21	10	20
37	31	110	63	36	66
22	24	129	27	15	34
14	16	30	25	17	21
43	32	81	51	27	45
20	25	58	24	20	22
15	17	73	29	19	28
23	26	84	20	14	27
9	11	16	18	16	26
9	15	35	9	11	9
13	25	60	11	16	19
18	12	36	18	10	20
16	22	33	29	16	24
26	28	49	11	14	31
16	20	53	19	11	24
17	13	41	16	14	28
19	14	57	19	14	24
19	22	49	26	22	27
23	31	128	22	21	22
41	46	186	34	32	40
28	20	40	20	17	29
24	20	84	37	18	40
12	15	28	11	16	19
21	20	42	44	19	31
29	46	126	70	31	66
54	59	268	87	37	79
14	22	56	32	19	36
13	10	20	5	6	7
21	20	57	42	31	34
20	17	22	30	40	41
20	23	55	14	12	17
15	5	23	14	7	21
7	12	8	55	17	36
6	9	21	55	26	69
27	29	55	34	19	30
12	10	22	35	14	28
8	12	20	40	25	48
12	11	17	12	14	28
29	15	65	46	16	40
30	22	81	52	24	70
13	15	24	16	6	16
50	73	407	145	48	131
17	6	45	14	6	15
13	11	23	11	7	9
11	11	75	15	10	19
39	38	141	59	25	55
13	20	39	12	11	20
26	27	124	53	32	56
13	19	34	11	4	6
9	2	23	3	5	12
19	17	11	20	9	17
11	13	29	24	5	16
11	24	26	26	11	16
24	12	71	35	11	33
13	13	42	13	15	22
23	23	66	20	18	17
14	20	97	32	25	74
26	24	75	35	16	24
13	16	54	19	17	27
9	10	27	13	13	22
73	72	479	146	84	169
13	10	38	35	20	30
29	40	107	49	15	46
8	11	34	12	10	15
39	35	112	58	28	70
22	32	69	37	17	36
19	22	45	28	22	27
8	15	28	14	9	20
27	15	28	15	26	33
28	30	56	47	20	48
25	16	64	32	20	36
49	47	193	51	26	59
62	49	248	88	41	77
19	20	79	40	26	48
20	26	56	21	12	25
13	25	58	31	27	24
23	33	67	23	18	22
36	40	142	70	48	81
18	36	77	40	27	36
72	65	384	140	49	127
26	28	45	43	26	31
22	18	60	25	8	18
21	16	45	19	22	22
15	27	94	19	17	49
8	13	32	10	10	14
19	20	47	30	21	40
15	26	43	18	22	34
22	31	168	39	24	47
10	11	29	8	13	19
25	29	53	38	23	30
36	42	153	92	45	98
47	31	110	64	25	39
14	16	25	43	21	34
37	36	113	48	22	50
20	12	9	31	20	21
4	15	22	8	4	9
15	15	33	47	31	31
13	15	33	36	21	27
13	23	32	20	13	21
12	10	24	16	10	21
35	45	185	66	38	54
25	41	142	67	37	63
42	44	244	93	46	89
16	10	7	20	9	17
32	52	191	82	36	77
10	6	33	14	13	23
16	16	30	16	6	24
39	37	233	71	40	90
23	38	91	53	24	51
9	8	27	14	13	15
12	19	35	29	14	33
7	17	32	25	27	20
30	26	56	45	26	43
18	26	61	26	23	29
6	8	5	31	17	20
46	47	121	53	21	37
18	22	63	17	16	23
8	7	8	20	9	10
22	15	88	32	14	25
45	42	177	78	46	69
21	16	78	27	19	22
26	31	49	37	14	31
8	16	18	14	9	15
15	18	44	14	8	21
8	12	32	11	7	18
7	10	34	9	12	27
12	16	33	20	7	22
30	42	188	74	33	66
27	24	67	20	20	27
51	38	197	79	34	79
59	52	285	81	42	86
68	53	259	76	45	97
19	24	61	14	15	22
16	12	59	32	16	51
16	10	28	13	12	23
13	20	50	34	12	32
17	10	30	18	8	12
36	22	142	73	32	81
12	18	26	17	7	20
6	17	22	7	10	13
26	26	84	50	42	43
13	25	27	25	21	21
17	19	44	15	17	27
20	24	72	41	21	30
14	18	59	16	20	25
51	56	134	58	20	57
27	36	119	22	15	30
19	19	39	7	8	19
10	8	30	20	6	21
13	14	67	25	15	27
12	25	46	12	11	20
38	50	127	74	33	75
62	61	164	91	36	80
35	42	61	45	27	44
11	12	21	14	14	29
9	12	34	15	8	20
6	10	32	14	18	20
40	48	170	78	44	70
12	11	31	25	15	34
19	23	47	38	14	28
17	35	87	28	17	42
10	23	33	11	11	13
8	11	29	23	11	34
17	15	27	34	10	31
22	34	90	23	23	38
25	31	76	62	23	48
29	16	69	27	23	35
7	7	13	21	12	23
24	19	87	43	19	40
13	12	46	24	15	25
18	24	22	36	25	47
11	13	45	17	21	29
16	14	21	27	13	23
14	19	60	40	32	44
16	24	41	21	17	31
27	30	37	46	29	44
41	34	128	41	35	45
13	22	39	11	12	14
30	32	54	66	20	30
13	21	45	26	9	24
23	27	106	31	20	37
22	21	52	17	19	19
4	13	13	45	18	27
11	23	39	17	22	24
45	36	195	110	53	117
23	22	136	28	18	34
25	25	93	34	17	41
34	29	92	20	23	17
16	12	38	47	15	45
16	13	34	20	20	20
11	12	34	35	24	41
28	26	89	59	25	53
28	29	129	70	44	83
13	21	61	26	23	34
11	13	10	29	8	22
13	14	30	21	19	15
13	12	29	19	16	27
14	12	28	24	12	18
7	11	25	13	10	10
16	14	10	46	18	36
8	11	10	39	13	25
17	14	33	22	11	19
20	23	46	34	11	30
32	48	95	32	20	41
17	23	57	22	11	20
16	16	19	19	17	15
19	23	52	40	22	20
34	38	69	45	27	37
19	21	35	24	27	18
15	24	47	26	19	38
27	34	69	45	22	34
11	15	32	16	21	17
30	19	47	20	19	24
24	18	42	25	15	22
20	15	41	22	18	22
12	14	18	45	28	64
27	34	153	59	35	57
45	38	143	81	42	63
37	37	118	46	32	45
36	25	57	42	24	36
7	9	17	24	15	31
19	29	60	15	11	13
23	17	71	32	15	28
11	7	26	18	8	14
47	52	98	48	24	49
17	25	65	19	26	24
43	54	166	73	46	66
46	45	176	96	53	83
29	25	66	41	25	41
23	28	72	35	16	39
44	50	122	66	32	50
55	45	171	79	37	77
40	37	101	37	18	25
61	49	129	86	34	78
26	20	102	40	23	48
34	37	106	71	38	59
33	27	81	66	28	60
13	7	20	6	13	15
16	15	37	21	17	21
38	56	200	91	44	67
34	31	131	64	44	75
41	44	141	61	39	76
27	35	145	61	33	91
15	16	39	22	18	18
34	36	80	68	36	64
13	11	35	18	9	18
18	21	50	20	11	30
49	54	178	72	33	83
38	26	101	42	19	37
31	23	74	57	28	39
27	22	50	28	36	30
50	54	174	83	42	74
22	27	87	19	15	21
17	23	45	29	13	12
12	8	68	37	17	40
22	24	28	22	15	26
51	41	208	84	58	69
24	25	62	27	18	34
28	36	91	47	28	47
36	40	83	68	30	62
41	34	97	45	20	31
25	27	75	28	18	42
46	35	154	75	34	59
40	40	139	61	35	49
21	17	27	16	14	22
24	32	128	15	8	19
19	15	44	23	12	36
32	29	49	29	22	41
44	26	87	50	39	42
49	33	109	61	28	54
22	17	80	17	30	19
39	22	55	42	21	34
63	41	218	80	31	67
35	37	107	43	25	52
43	43	149	73	47	75
40	32	103	70	32	67
43	46	231	75	39	86
30	32	109	47	20	53
35	30	120	71	30	49
20	16	38	17	18	19
37	21	54	34	25	24
27	24	53	31	34	36
13	19	21	14	8	13
15	13	37	8	12	5
64	49	136	81	31	83
27	31	104	37	24	44
15	18	55	49	19	29
53	53	198	100	57	85
25	28	78	25	25	41
22	24	66	44	26	28
19	16	40	12	16	15
22	20	57	17	18	31
43	46	162	83	43	80
37	22	67	39	27	34
32	27	58	46	28	35
19	22	39	36	24	35
8	18	33	18	16	25
61	58	171	82	43	77
25	25	68	37	14	40
18	22	38	29	21	33
44	40	170	54	29	65
50	33	142	62	35	56
36	38	187	64	37	78
20	14	53	16	12	18
30	24	79	50	25	53
34	21	53	27	13	28
16	10	40	13	19	18
24	26	126	45	28	40
32	22	57	35	22	30
19	17	39	20	11	24
31	45	78	45	29	48
51	47	166	95	37	80
42	40	135	48	32	48
28	27	48	20	17	30
38	35	81	30	20	35
30	28	102	28	18	34
16	11	35	14	12	16
27	30	70	42	36	38
46	52	114	70	36	67
70	53	294	130	69	109
32	32	102	46	22	32
38	33	103	61	39	61
31	25	88	37	29	39
23	21	72	32	17	33
48	50	167	80	42	61
58	64	281	110	71	94
14	16	50	20	14	17
29	27	61	51	29	49
25	20	63	32	22	29
34	25	82	34	25	41
53	37	139	91	55	63
44	55	182	79	33	69
50	37	182	75	36	65
37	40	141	43	34	45
21	21	35	26	17	22
25	29	47	24	15	20
18	20	40	23	17	27
38	42	140	81	41	73
35	42	86	58	32	48
16	22	59	61	37	51
14	17	38	94	46	82
21	11	23	53	43	50
11	18	53	129	54	89
15	24	61	92	44	69
33	24	105	123	62	116
30	24	83	55	34	43
34	29	154	66	35	53
23	23	38	54	20	63
23	29	41	27	20	33
14	16	30	16	24	21
23	12	49	13	9	20
33	19	96	24	16	24
62	33	197	80	35	60
50	57	166	103	48	73
11	15	29	17	11	23
43	32	212	87	35	81
32	19	65	38	24	46
17	35	41	37	21	34
20	15	32	24	28	19
54	44	157	63	24	47
18	14	53	25	21	23
18	20	48	27	19	35
56	65	252	123	55	103
16	23	61	41	30	47
29	41	76	55	38	40
35	26	64	71	32	36
28	22	82	36	31	45
23	26	51	36	21	28
37	33	70	69	29	53
50	48	177	88	41	84
21	8	35	22	9	19
20	24	56	25	17	31
33	34	73	44	26	36
38	18	61	58	22	46
20	20	40	18	28	30
18	18	46	22	18	22
28	29	41	28	26	28
31	57	144	45	43	53
20	39	53	50	23	27
45	40	184	62	45	63
42	46	130	57	30	56
38	42	109	48	33	49
13	21	40	24	15	18
13	16	33	4	5	19
38	38	109	48	36	43
14	19	41	18	12	22
15	14	37	27	10	22
35	34	92	30	18	48
59	51	197	101	38	81
15	10	24	48	24	23
43	34	122	62	31	34
46	45	158	77	32	66
19	16	33	13	13	10
24	25	47	41	28	48
41	40	121	54	18	55
11	12	30	14	10	31
26	23	51	31	24	48
43	44	95	65	33	41
39	45	114	58	30	42
6	18	28	26	20	33
13	20	19	24	14	31
8	11	27	15	7	23
9	17	29	26	19	25
31	37	93	56	24	50
25	30	82	40	22	33
15	24	17	30	16	36
12	21	31	25	14	20
31	30	63	66	30	43
37	43	170	66	41	83
27	28	70	34	20	33
36	28	106	23	15	31
45	34	257	83	43	88
12	19	37	26	8	24
25	33	149	41	15	35
11	28	88	21	13	27
16	15	95	13	9	19
29	26	111	47	25	43
42	44	128	43	22	51
14	11	38	15	6	21
10	28	31	20	11	17
12	18	36	13	16	26
5	10	15	26	22	30
5	17	22	19	24	32
23	21	83	38	13	34
23	33	89	56	36	58
33	32	140	68	20	59
5	7	5	44	13	46
7	14	15	29	13	24
10	10	28	19	17	32
28	41	98	50	30	38
20	28	68	12	11	16
4	6	7	35	13	31
10	9	26	18	21	24
35	31	70	48	26	42
19	18	46	16	21	33
13	18	50	20	13	24
37	28	86	48	30	44
55	60	297	113	48	108
29	28	107	25	20	22
49	46	120	54	23	39
13	15	48	22	17	18
37	34	178	53	35	69
11	16	22	29	20	14
29	33	84	49	24	38
19	17	80	28	24	22
17	29	71	33	19	25
14	24	54	25	15	36
11	15	33	21	7	22
41	34	110	63	30	52
44	39	138	62	23	74
12	29	58	32	18	38
18	15	34	7	11	15
35	37	81	41	29	36
36	34	160	67	40	52
12	13	25	25	18	30
10	13	20	14	9	33
33	22	74	62	22	43
29	26	51	49	31	38
20	20	68	54	24	35
5	14	15	41	22	37
16	19	36	24	11	44
8	11	39	26	14	24
23	29	136	38	27	49
7	12	46	4	11	12
3	3	2	27	6	13
7	6	12	40	21	33
9	22	29	17	15	31
13	21	32	18	17	14
12	10	21	23	10	22
7	8	12	19	13	38
14	13	32	20	10	17
8	7	7	35	22	28
12	12	37	12	8	13
28	33	158	28	18	52
14	23	66	58	24	58
21	18	67	29	21	60
9	13	22	25	14	31
16	18	38	19	13	34
8	13	64	29	23	39
13	22	48	14	15	21
10	11	9	37	19	34
2	7	3	14	10	25
16	25	66	27	17	50
15	22	99	46	24	62
3	9	11	10	7	25
6	8	29	12	21	12
10	5	9	8	5	23
9	11	12	17	10	12
6	13	22	12	13	12
30	32	78	35	14	31
19	23	50	36	16	30
42	45	118	53	23	45
8	12	38	13	11	19
32	23	107	23	11	25
29	30	152	22	11	17
13	10	46	21	10	15
16	27	33	10	14	21
39	25	81	36	14	29
11	6	37	24	17	24
3	9	22	7	12	17
42	36	232	71	37	65
23	22	78	14	17	22
25	15	54	16	6	17
12	21	56	15	9	22
7	8	12	38	15	36
5	11	22	55	26	33
58	31	165	97	30	103
13	13	33	18	19	20
10	20	43	23	25	24
46	45	270	96	31	95
10	13	19	30	19	42
7	6	24	21	17	20
6	11	25	22	11	28
7	10	14	38	24	30
14	14	8	33	11	21
30	33	91	53	33	55
13	12	93	35	23	50
10	10	31	7	9	14
22	27	85	19	13	19
19	19	41	28	13	16
20	17	77	30	11	26
18	7	34	21	11	18
19	28	44	48	25	43
18	25	60	64	19	46
42	33	182	47	23	62
21	33	100	35	18	43
11	19	35	55	24	75
26	38	165	66	21	48
11	11	46	10	12	21
8	14	26	20	10	18
13	7	28	12	8	15
18	17	61	41	14	44
18	9	37	45	19	63
15	12	14	31	13	21
3	4	7	18	13	23
10	6	33	13	9	13
9	2	19	29	18	40
12	11	12	32	22	20
12	16	50	30	20	27
7	5	32	38	22	51
13	11	32	29	16	16
30	20	114	52	26	49
13	18	42	11	10	16
11	13	35	10	13	14
24	24	86	41	15	21
8	14	29	40	25	45
12	21	78	49	28	60
39	37	134	57	37	43
8	8	14	46	36	49
18	8	57	80	36	69
21	15	40	45	19	46
45	35	107	41	46	50
9	9	25	22	20	33
13	13	11	23	6	17
3	16	29	23	22	48
27	32	106	190	75	147
8	19	19	30	33	56
16	28	49	29	18	36
7	6	33	12	6	26
9	14	22	41	21	49
28	33	169	15	15	30
10	10	58	21	11	30
8	10	25	33	27	42
19	21	64	28	24	25
16	14	46	6	9	16
19	13	46	18	16	28
9	22	42	66	38	69
11	19	42	18	18	25
33	39	119	20	21	39
12	11	19	28	10	28
17	17	54	33	25	40
11	16	41	18	11	45
24	21	106	21	14	27
29	32	111	20	25	21
14	21	45	39	23	32
23	34	65	33	16	26
10	9	38	15	15	21
15	12	37	12	12	19
14	11	66	23	19	27
27	35	60	35	17	19
17	25	61	22	22	33
18	21	49	20	29	22
12	22	20	31	17	13
11	18	35	25	11	20
9	11	8	27	10	9
3	5	6	33	14	35
12	20	74	34	21	46
13	9	13	35	28	23
9	8	16	38	21	43
6	5	19	20	4	19
44	41	102	42	21	39
7	10	15	34	24	32
7	4	11	25	15	21
5	6	11	27	11	15
18	15	40	14	10	16
22	26	67	23	14	23
24	22	62	23	14	20
19	23	85	32	17	48
13	12	34	21	16	18
15	25	60	17	9	17
52	54	171	71	47	71
21	20	80	27	18	22
6	17	31	10	9	22
11	13	23	9	7	16
8	17	5	16	7	10
9	15	11	21	5	11
11	23	7	8	7	12
6	25	40	17	12	26
31	31	198	99	29	90
6	10	15	19	4	12
16	18	28	34	10	23
21	14	11	9	11	16
24	7	12	20	9	12
1	6	19	6	2	10
40	46	232	83	33	88
6	9	21	12	8	12
12	17	22	23	23	25
12	9	26	14	10	10
36	29	129	60	25	59
8	12	32	20	8	13
7	10	32	8	7	25
9	17	51	18	14	26
53	73	362	129	45	132
18	17	37	16	10	26
38	34	154	63	35	69
13	19	36	15	17	29
20	20	13	21	11	13
24	22	61	16	17	29
44	36	278	93	41	114
6	7	24	15	3	18
8	4	11	43	21	52
26	32	200	46	22	68
12	20	17	22	11	10
2	5	13	17	9	8
10	13	13	21	7	11
11	17	23	31	16	22
7	10	23	10	8	25
27	24	103	45	29	52
42	47	171	56	29	48
3	8	19	26	12	26
7	11	27	6	10	13
13	4	29	17	11	15
28	31	139	57	18	54
13	17	39	17	8	17
14	9	30	15	15	22
29	30	131	32	16	56
29	33	71	45	18	54
53	59	306	90	46	97
6	5	9	44	23	38
8	6	32	82	36	113
8	6	11	59	24	63
19	10	55	11	11	21
4	8	19	29	19	42
33	33	98	61	36	69
8	8	24	18	10	16
36	58	245	105	28	109
4	11	25	11	12	13
42	33	202	66	22	59
26	25	98	46	17	37
11	18	50	17	9	32
11	15	24	19	12	18
33	26	186	52	29	82
11	11	28	7	12	15
23	27	105	64	30	60
39	51	212	74	30	77
19	9	34	34	18	29
10	12	34	14	18	27
4	10	18	15	9	34
31	32	123	60	21	62
13	16	57	50	17	47
7	11	26	30	17	39
4	9	17	11	12	27
20	17	30	27	9	18
29	23	102	67	41	89
20	34	52	14	11	10
33	31	160	80	26	70
41	42	198	76	34	79
12	13	37	20	7	25
13	6	33	20	9	17
60	68	191	95	51	80
43	58	233	62	34	93
34	46	142	47	36	63
11	6	21	21	16	56
46	39	268	85	32	90
51	31	213	85	42	87
12	18	43	10	12	26
10	12	59	16	11	29
18	14	102	47	20	68
50	46	136	76	26	69
16	29	91	76	24	64
17	21	80	36	19	58
5	8	9	25	20	25
14	11	31	22	16	27
7	8	9	33	19	27
6	7	26	12	18	32
9	14	53	10	21	25
17	14	36	24	15	27
15	11	5	21	7	13
9	6	22	4	7	9
29	23	124	72	31	56
14	13	83	65	14	57
27	28	158	50	17	52
14	12	112	33	15	29
6	10	11	22	15	17
11	8	5	40	9	20
6	11	13	20	15	15
15	13	40	23	12	23
31	38	166	30	13	32
14	8	32	21	10	31
13	6	33	11	10	22
6	8	15	19	12	23
22	11	44	31	12	64
68	54	239	84	26	82
8	17	38	13	11	12
2	3	6	31	8	44
5	5	10	19	16	40
6	8	10	43	30	59
15	18	75	50	33	84
8	4	29	16	10	25
3	10	7	30	7	22
12	12	7	37	13	30
11	5	5	55	26	46
7	4	7	41	15	23
7	5	3	40	19	37
17	14	15	31	12	20
6	14	40	8	13	21
23	26	54	35	19	37
10	16	28	12	11	21
4	8	24	11	10	19
21	24	44	26	17	39
16	30	52	44	23	42
42	43	234	94	26	91
22	31	66	21	16	22
15	15	21	14	12	17
9	10	30	11	8	15
19	28	79	31	28	34
7	3	11	27	11	36
8	10	31	51	19	64
46	52	144	50	32	62
7	13	58	38	26	65
32	28	147	76	32	72
50	33	140	44	24	40
27	24	183	55	29	71
10	11	14	26	10	37
9	8	13	27	18	35
12	7	42	3	8	20
32	37	159	48	28	67
10	16	46	12	16	19
13	18	90	16	17	16
13	10	41	19	18	32
15	22	110	29	12	50
11	10	36	50	26	45
7	9	12	15	10	27
10	19	45	21	25	24
6	7	18	22	12	41
15	19	49	41	23	55
5	11	9	19	7	25
5	7	7	21	9	17
11	10	33	9	7	12
20	24	136	45	19	45
6	6	29	10	13	12
7	9	33	13	12	33
16	15	52	41	18	36
19	34	96	55	34	67
27	29	141	36	18	39
8	15	24	15	21	30
6	9	17	42	21	47
8	12	10	21	18	36
8	4	11	40	14	37
22	18	80	38	18	52
23	25	65	82	35	96
15	23	170	33	28	49
48	41	264	102	35	101
20	16	41	21	12	28
19	20	38	15	18	25
13	15	25	16	12	17
40	33	163	68	30	64
12	9	45	16	8	37
6	10	15	56	28	53
12	12	18	28	20	24
15	20	38	20	12	19
24	26	124	15	24	21
17	15	54	31	18	25
15	19	36	18	17	30
6	11	30	7	9	9
22	15	120	16	9	13
20	26	82	41	13	35
11	11	58	8	12	16
7	7	18	21	7	19
15	7	40	12	11	28
16	15	49	7	4	17
11	13	47	18	13	21
10	17	26	32	16	43
12	9	41	21	9	33
9	4	13	41	20	37
10	10	48	12	6	24
3	10	8	9	8	24
4	11	56	13	3	11
6	7	44	21	10	20
9	18	35	26	11	26
60	58	341	94	50	116
17	22	57	39	23	23
15	11	47	75	35	67
12	15	29	18	13	26
8	6	12	27	13	18
23	10	14	13	7	11
19	19	80	51	29	80
27	38	106	48	27	45
15	36	112	47	22	58
18	20	31	31	16	30
35	39	126	75	46	80
7	10	26	21	10	12
14	12	63	26	14	40
34	47	175	80	22	87
36	17	133	47	26	50
15	27	66	21	13	31
9	17	38	18	18	28
8	7	26	6	7	11
11	25	24	15	11	34
5	15	22	6	6	11
46	50	143	66	37	61
44	45	308	108	51	115
13	16	43	12	12	16
36	34	193	60	32	75
39	43	186	69	34	49
40	45	195	60	43	65
10	22	33	45	18	39
22	21	78	35	21	28
11	13	44	14	11	28
30	39	82	49	19	45
59	41	244	91	40	71
23	28	55	29	19	44
15	29	124	50	24	53
38	42	213	24	15	52
5	15	27	32	21	33
19	19	32	14	17	22
33	30	47	34	24	29
13	18	52	30	10	30
11	14	6	22	9	10
10	7	31	20	10	19
10	8	12	37	16	24
5	6	27	12	8	12
18	12	50	27	15	34
80	87	538	144	56	173
20	25	60	9	11	21
8	9	39	6	7	14
17	13	74	27	17	35
6	4	27	13	6	24
32	48	220	86	28	76
11	8	21	35	21	30
14	11	51	16	10	23
9	15	44	20	13	20
8	16	6	18	11	6
27	15	11	8	6	10
12	14	52	22	15	24
7	6	21	8	3	15
30	32	81	40	26	48
10	25	88	40	25	42
27	28	94	52	24	43
30	35	90	47	20	45
6	11	10	23	10	21
27	30	125	50	30	87
27	17	89	39	25	36
34	35	102	95	43	61
13	23	25	34	22	33
21	16	47	12	6	18
47	57	321	69	30	71
25	30	86	60	29	48
49	50	208	80	42	68
11	6	8	23	11	31
10	15	29	28	11	23
10	15	45	15	14	12
22	18	21	28	10	21
11	16	18	30	16	9
31	34	166	54	29	51
17	16	60	42	20	38
27	19	36	27	26	37
6	11	29	15	19	18
10	10	19	16	14	32
9	11	30	19	13	18
71	76	445	183	66	149
27	45	172	65	30	60
12	11	41	6	10	17
39	41	152	57	27	71
15	23	63	27	17	39
22	17	112	12	18	27
15	12	52	15	11	21
30	38	173	72	31	82
17	27	56	17	9	15
57	65	368	111	56	132
15	15	45	14	15	16
11	10	60	32	4	38
24	27	109	55	30	49
35	31	170	61	35	72
44	40	359	92	33	120
46	55	331	92	48	106
8	14	15	24	9	22
7	13	26	21	12	13
9	8	6	41	19	39
10	12	8	29	11	12
5	9	27	8	13	13
20	25	103	51	25	45
57	54	238	82	46	96
51	44	202	69	35	75
10	7	25	27	15	34
34	37	86	38	23	27
29	53	125	54	24	65
4	7	13	41	33	63
23	32	92	41	20	45
8	12	20	45	28	51
8	7	33	46	33	63
7	10	13	34	17	33
14	18	77	30	21	35
21	31	57	33	25	35
10	16	25	15	18	14
30	32	132	41	22	31
33	39	70	52	17	39
22	22	26	40	14	47
46	40	253	76	26	65
41	44	267	100	43	100
15	23	71	43	25	40
19	20	30	27	21	34
5	13	15	41	15	47
19	22	74	44	29	38
16	19	35	19	10	14
16	15	32	14	14	15
20	27	26	33	14	22
15	24	75	6	13	13
24	38	94	43	21	40
27	27	74	38	16	34
18	18	35	30	19	31
21	13	15	18	13	19
5	7	11	28	17	17
15	17	60	11	15	23
23	23	82	26	14	34
38	45	139	50	33	54
14	16	28	14	14	13
38	36	91	53	29	47
5	11	27	9	8	11
53	60	178	72	27	76
6	2	31	5	2	11
46	55	183	111	49	99
13	17	7	28	8	7
31	37	98	66	15	41
49	59	139	89	19	52
29	24	29	31	21	39
18	21	25	22	17	21
49	39	156	81	46	66
17	18	34	32	12	37
44	57	133	76	34	67
13	16	10	18	4	8
16	22	45	31	15	41
29	33	74	41	25	41
32	27	96	64	29	77
43	42	116	92	35	70
33	48	111	59	27	51
10	10	33	6	14	17
50	54	188	98	38	69
29	20	68	37	14	30
23	16	51	20	17	23
11	11	24	24	15	13
40	50	213	87	32	56
19	19	106	39	26	41
18	28	92	24	13	26
7	9	28	7	7	15
21	13	30	25	9	16
26	24	42	34	27	29
34	30	149	49	27	43
36	29	130	61	35	61
20	17	64	31	11	23
46	58	232	77	39	72
14	14	31	14	7	15
40	45	149	38	25	53
18	26	50	22	19	16
12	17	22	57	27	43
9	24	34	37	18	34
8	14	24	83	28	67
11	27	64	44	17	31
20	25	130	81	37	82
15	28	81	31	17	40
17	17	56	33	15	24
43	27	105	58	34	50
11	22	34	26	16	34
11	16	29	13	13	20
25	26	93	38	16	25
11	24	39	18	10	22
21	15	33	20	14	15
18	30	46	23	27	18
50	44	193	64	30	64
16	23	24	20	15	18
9	16	30	12	8	20
4	17	50	10	15	17
13	15	26	14	12	15
23	25	124	20	17	35
31	32	155	52	39	59
38	26	130	30	23	42
36	35	150	67	27	78
52	42	206	74	32	59
9	20	70	34	16	34
26	34	84	55	30	53
47	39	155	72	27	55
23	16	23	22	15	19
28	24	64	43	23	34
26	35	71	23	23	30
75	68	342	113	52	103
16	18	47	18	25	11
34	35	49	12	19	16
17	18	38	34	13	13
21	24	22	46	11	27
14	16	33	26	13	39
9	11	38	13	6	5
36	49	147	72	25	54
13	27	38	31	11	29
28	32	205	60	26	85
9	12	47	7	5	12
23	16	107	45	28	44
5	13	39	68	38	48
23	31	106	43	28	50
30	41	132	64	23	64
36	46	203	61	44	54
14	16	28	8	3	19
37	51	208	80	32	88
22	27	91	42	26	37
46	45	168	84	42	81
9	11	13	20	11	38
19	22	71	50	20	43
30	15	101	42	27	32
15	27	78	59	15	49
12	28	11	13	11	12
15	25	27	23	16	20
6	13	30	32	16	25
5	8	9	13	13	30
21	30	35	29	22	44
9	10	40	23	14	17
65	48	322	107	55	135
40	38	94	86	29	69
10	9	14	40	19	40
32	25	71	42	26	32
48	30	204	79	41	75
9	7	29	15	9	21
18	15	52	29	12	25
12	14	30	14	22	16
11	13	36	23	17	22
11	8	29	35	19	24
7	8	14	39	24	41
23	23	51	32	17	37
29	29	71	44	22	32
8	18	32	31	18	40
17	15	35	13	12	19
16	8	27	12	11	20
46	43	168	83	38	67
24	19	70	19	15	28
18	17	39	29	11	26
40	35	114	32	15	24
42	39	81	45	22	42
36	33	95	83	29	68
38	35	185	74	35	81
63	76	237	109	49	109
54	63	306	100	40	103
3	9	38	10	7	12
15	18	40	21	12	23
14	32	102	49	23	44
23	32	115	34	19	58
25	20	81	38	14	31
20	26	93	46	31	50
33	57	199	68	37	78
41	36	89	41	30	42
12	21	83	19	15	22
25	28	130	66	29	58
6	10	19	13	5	8
25	21	54	47	12	43
21	35	73	37	24	34
16	32	49	12	18	31
10	12	21	26	7	24
28	15	45	34	19	28
22	24	85	32	25	39
40	41	99	57	21	62
18	38	78	48	27	29
50	48	222	66	36	68
13	13	31	19	8	14
19	20	65	36	27	52
51	47	159	93	42	68
21	18	63	32	16	24
14	18	82	22	12	31
15	24	51	23	19	30
16	19	91	28	22	21
30	39	168	81	31	79
9	14	25	9	7	20
16	23	143	30	28	51
22	24	76	36	15	23
17	10	45	21	11	32
6	16	58	12	17	21
15	21	30	37	29	32
15	15	57	36	19	33
24	12	50	13	15	25
13	19	41	17	12	22
19	19	79	36	24	46
29	34	105	43	46	30
26	43	96	52	31	39
12	4	44	18	11	26
35	26	163	59	25	72
11	10	62	14	14	12
5	3	15	25	14	28
9	4	40	18	19	25
